answer_id,question_id,answer_index,answer_pl,answer_en,answer_style,axis_primary_delta,axis_secondary_delta,hidden_parameter_delta,rarity_weight,comparison_insight_pl,comparison_insight_en,top_archetype,archetype_sum_check,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12
TO99Q0235_A2,TO99Q0235,2,"Rozkładam sytuację na fakty, ryzyko i konsekwencje.","I break the situation into facts, risk and consequences.",analytical,-1,-1,0,1.35,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A09,100,12,14,4,6,10,2,9,3,27,5,4,4
TO99Q0235_A3,TO99Q0235,3,"Wybieram ruch, który otwiera nową możliwość.",I choose the move that opens a new possibility.,bold,3,1,3,1.38,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A08,100,3,6,6,5,3,8,2,31,3,10,11,12
TO99Q0235_A4,TO99Q0235,4,"Zatrzymuję się przy obrazie, który we mnie zostaje.",I stay with the image that remains in me.,symbolic,0,1,0,1.41,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A11,100,10,5,11,4,13,3,3,4,4,3,28,12
TO99Q0236_A1,TO99Q0236,1,"Szukam odpowiedzi przez relację z ktoś, kto mówi prawdę za późno.",I look for the answer through my relationship with someone who tells the truth too late.,relational,0,1,2,1.41,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A03,100,2,4,29,12,6,3,12,6,4,8,5,9
TO99Q0236_A2,TO99Q0236,2,"Rozkładam sytuację na fakty, ryzyko i konsekwencje.","I break the situation into facts, risk and consequences.",analytical,-1,-1,0,1.44,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A09,100,14,11,3,5,10,3,3,3,30,2,4,12
TO99Q0236_A3,TO99Q0236,3,"Wybieram ruch, który otwiera nową możliwość.",I choose the move that opens a new possibility.,bold,3,1,3,1.46,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A10,100,7,6,5,4,4,14,3,7,1,33,10,6
TO99Q0236_A4,TO99Q0236,4,"Zatrzymuję się przy obrazie, który we mnie zostaje.",I stay with the image that remains in me.,symbolic,0,1,0,1.49,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A01,100,32,8,11,4,6,2,6,3,5,2,13,8
TO99Q0237_A1,TO99Q0237,1,Szukam odpowiedzi przez relację z nieznajomy.,I look for the answer through my relationship with a stranger.,relational,0,1,2,0.96,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A12,100,3,3,8,12,7,3,13,3,3,5,12,28
TO99Q0237_A2,TO99Q0237,2,"Rozkładam sytuację na fakty, ryzyko i konsekwencje.","I break the situation into facts, risk and consequences.",analytical,-1,-1,0,0.99,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A01,100,24,16,12,5,13,3,3,2,8,3,6,5
TO99Q0237_A3,TO99Q0237,3,"Wybieram ruch, który otwiera nową możliwość.",I choose the move that opens a new possibility.,bold,3,1,3,1.02,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A10,100,5,5,13,3,5,9,3,15,2,23,13,4
TO99Q0237_A4,TO99Q0237,4,"Zatrzymuję się przy obrazie, który we mnie zostaje.",I stay with the image that remains in me.,symbolic,0,1,0,1.05,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A03,100,14,5,27,3,3,13,4,5,2,3,6,15
TO99Q0238_A1,TO99Q0238,1,"Szukam odpowiedzi przez relację z osoba, której nie umiesz odmówić.",I look for the answer through my relationship with someone you struggle to refuse.,relational,0,1,2,0.97,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A07,100,5,4,11,10,4,4,26,4,11,5,3,13
TO99Q0238_A2,TO99Q0238,2,"Rozkładam sytuację na fakty, ryzyko i konsekwencje.","I break the situation into facts, risk and consequences.",analytical,-1,-1,0,1.01,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A02,100,14,26,3,5,12,4,5,5,14,2,4,6
TO99Q0238_A3,TO99Q0238,3,"Wybieram ruch, który otwiera nową możliwość.",I choose the move that opens a new possibility.,bold,3,1,3,1.03,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A08,100,6,14,3,3,4,12,2,30,3,11,11,1
TO99Q0238_A4,TO99Q0238,4,"Zatrzymuję się przy obrazie, który we mnie zostaje.",I stay with the image that remains in me.,symbolic,0,1,0,1.06,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A11,100,11,6,8,4,5,4,2,3,6,8,35,8
TO99Q0239_A1,TO99Q0239,1,Szukam odpowiedzi przez relację z współpracownik.,I look for the answer through my relationship with a coworker.,relational,0,1,2,1.15,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A03,100,7,6,31,9,2,6,14,4,5,2,2,12
TO99Q0239_A2,TO99Q0239,2,"Rozkładam sytuację na fakty, ryzyko i konsekwencje.","I break the situation into facts, risk and consequences.",analytical,-1,-1,0,1.18,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A01,100,27,12,3,5,7,4,4,2,14,5,4,13
TO99Q0239_A3,TO99Q0239,3,"Wybieram ruch, który otwiera nową możliwość.",I choose the move that opens a new possibility.,bold,3,1,3,1.2,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A11,100,3,3,3,14,4,6,3,13,2,15,31,3
TO99Q0239_A4,TO99Q0239,4,"Zatrzymuję się przy obrazie, który we mnie zostaje.",I stay with the image that remains in me.,symbolic,0,1,0,1.23,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A12,100,10,3,13,10,2,4,4,5,6,1,10,32
TO99Q0240_A1,TO99Q0240,1,Szukam odpowiedzi przez relację z mentor.,I look for the answer through my relationship with a mentor.,relational,0,1,2,1.5,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A07,100,5,6,13,8,2,3,26,5,12,6,3,11
TO99Q0240_A2,TO99Q0240,2,"Rozkładam sytuację na fakty, ryzyko i konsekwencje.","I break the situation into facts, risk and consequences.",analytical,-1,-1,0,1.53,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A02,100,7,34,6,5,8,2,2,11,12,4,5,4
TO99Q0240_A3,TO99Q0240,3,"Wybieram ruch, który otwiera nową możliwość.",I choose the move that opens a new possibility.,bold,3,1,3,1.55,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A08,100,2,3,3,5,13,15,1,31,5,7,12,3
TO99Q0240_A4,TO99Q0240,4,"Zatrzymuję się przy obrazie, który we mnie zostaje.",I stay with the image that remains in me.,symbolic,0,1,0,1.58,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A12,100,14,4,14,4,4,3,5,4,12,5,7,24
TO99Q0241_A1,TO99Q0241,1,Szukam odpowiedzi przez relację z najcichsza osoba w pokoju.,I look for the answer through my relationship with the quietest person in the room.,relational,1,2,2,1.04,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A04,100,5,3,13,23,2,1,15,2,6,5,13,12
TO99Q0241_A2,TO99Q0241,2,"Rozkładam sytuację na fakty, ryzyko i konsekwencje.","I break the situation into facts, risk and consequences.",analytical,0,-1,-2,1.07,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A09,100,10,9,3,4,14,6,4,4,27,15,2,2
TO99Q0241_A3,TO99Q0241,3,"Wybieram ruch, który otwiera nową możliwość.",I choose the move that opens a new possibility.,bold,3,2,1,1.09,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A11,100,9,5,4,4,5,8,6,6,5,13,31,4
TO99Q0241_A4,TO99Q0241,4,"Zatrzymuję się przy obrazie, który we mnie zostaje.",I stay with the image that remains in me.,symbolic,-1,1,-1,1.12,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A11,100,16,5,15,6,7,6,3,2,3,2,26,9
TO99Q0242_A1,TO99Q0242,1,Szukam odpowiedzi przez relację z przyjaciel.,I look for the answer through my relationship with a friend.,relational,1,2,2,1.33,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A03,100,4,4,22,11,14,6,8,5,5,4,4,13
TO99Q0242_A2,TO99Q0242,2,"Rozkładam sytuację na fakty, ryzyko i konsekwencje.","I break the situation into facts, risk and consequences.",analytical,0,-1,-2,1.36,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A01,100,23,12,3,5,11,3,2,12,14,5,6,4
TO99Q0242_A3,TO99Q0242,3,"Wybieram ruch, który otwiera nową możliwość.",I choose the move that opens a new possibility.,bold,3,2,1,1.39,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A11,100,3,4,2,4,2,16,2,17,14,8,25,3
TO99Q0242_A4,TO99Q0242,4,"Zatrzymuję się przy obrazie, który we mnie zostaje.",I stay with the image that remains in me.,symbolic,-1,1,-1,1.42,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A11,100,14,5,9,4,3,5,5,12,2,2,26,13
TO99Q0243_A1,TO99Q0243,1,Szukam odpowiedzi przez relację z lider.,I look for the answer through my relationship with a leader.,relational,1,2,2,1.58,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A04,100,3,2,8,23,5,3,16,4,2,15,4,15
TO99Q0243_A2,TO99Q0243,2,"Rozkładam sytuację na fakty, ryzyko i konsekwencje.","I break the situation into facts, risk and consequences.",analytical,0,-1,-2,1.61,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A09,100,11,10,4,6,14,6,6,2,23,11,5,2
TO99Q0243_A3,TO99Q0243,3,"Wybieram ruch, który otwiera nową możliwość.",I choose the move that opens a new possibility.,bold,3,2,1,1.64,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A11,100,6,3,3,5,5,6,1,8,3,13,32,15
TO99Q0243_A4,TO99Q0243,4,"Zatrzymuję się przy obrazie, który we mnie zostaje.",I stay with the image that remains in me.,symbolic,-1,1,-1,1.67,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A12,100,9,2,14,14,5,3,2,3,1,6,16,25
TO99Q0244_A1,TO99Q0244,1,"Szukam odpowiedzi przez relację z ktoś, kto zna Twoją przeszłość.",I look for the answer through my relationship with someone who knows your past.,relational,1,2,2,1.36,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A12,100,6,5,14,15,2,13,12,2,1,3,4,23
TO99Q0244_A2,TO99Q0244,2,"Rozkładam sytuację na fakty, ryzyko i konsekwencje.","I break the situation into facts, risk and consequences.",analytical,0,-1,-2,1.4,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A05,100,12,14,4,3,24,4,3,3,12,15,3,3
TO99Q0244_A3,TO99Q0244,3,"Wybieram ruch, który otwiera nową możliwość.",I choose the move that opens a new possibility.,bold,3,2,1,1.42,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A10,100,4,1,4,2,3,13,3,14,11,29,10,6
TO99Q0244_A4,TO99Q0244,4,"Zatrzymuję się przy obrazie, który we mnie zostaje.",I stay with the image that remains in me.,symbolic,-1,1,-1,1.45,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A11,100,13,3,9,9,5,6,4,4,2,5,26,14
TO99Q0245_A1,TO99Q0245,1,Szukam odpowiedzi przez relację z współpracownik.,I look for the answer through my relationship with a coworker.,relational,1,2,2,1.18,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A03,100,13,3,29,8,2,6,8,5,7,4,6,9
TO99Q0245_A2,TO99Q0245,2,"Rozkładam sytuację na fakty, ryzyko i konsekwencje.","I break the situation into facts, risk and consequences.",analytical,0,-1,-2,1.21,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A05,100,10,10,5,1,30,11,2,5,13,3,5,5
TO99Q0245_A3,TO99Q0245,3,"Wybieram ruch, który otwiera nową możliwość.",I choose the move that opens a new possibility.,bold,3,2,1,1.23,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A11,100,2,4,9,2,3,13,3,9,7,17,25,6
TO99Q0245_A4,TO99Q0245,4,"Zatrzymuję się przy obrazie, który we mnie zostaje.",I stay with the image that remains in me.,symbolic,-1,1,-1,1.26,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A01,100,29,3,12,10,3,6,5,4,4,3,10,11
TO99Q0246_A1,TO99Q0246,1,Szukam odpowiedzi przez relację z dziecko z pytaniem.,I look for the answer through my relationship with a child with a question.,relational,1,2,2,1.35,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A12,100,5,15,13,15,4,2,12,3,2,5,3,21
TO99Q0246_A2,TO99Q0246,2,"Rozkładam sytuację na fakty, ryzyko i konsekwencje.","I break the situation into facts, risk and consequences.",analytical,0,-1,-2,1.39,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A05,100,14,13,11,2,23,4,5,5,11,5,3,4
TO99Q0246_A3,TO99Q0246,3,"Wybieram ruch, który otwiera nową możliwość.",I choose the move that opens a new possibility.,bold,3,2,1,1.41,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A08,100,5,5,3,2,13,11,3,29,4,10,13,2
TO99Q0246_A4,TO99Q0246,4,"Zatrzymuję się przy obrazie, który we mnie zostaje.",I stay with the image that remains in me.,symbolic,-1,1,-1,1.44,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A01,100,33,2,13,2,2,5,4,8,1,6,13,11
TO99Q0247_A1,TO99Q0247,1,"Szukam odpowiedzi przez relację z ktoś, kto mówi prawdę za późno.",I look for the answer through my relationship with someone who tells the truth too late.,relational,1,2,2,0.98,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A03,100,6,3,29,8,3,6,11,4,11,5,4,10
TO99Q0247_A2,TO99Q0247,2,"Rozkładam sytuację na fakty, ryzyko i konsekwencje.","I break the situation into facts, risk and consequences.",analytical,0,-1,-2,1.02,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A09,100,7,15,5,2,13,2,4,2,29,12,5,4
TO99Q0247_A3,TO99Q0247,3,"Wybieram ruch, który otwiera nową możliwość.",I choose the move that opens a new possibility.,bold,3,2,1,1.04,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A11,100,5,4,10,6,4,15,3,7,4,12,24,6
TO99Q0247_A4,TO99Q0247,4,"Zatrzymuję się przy obrazie, który we mnie zostaje.",I stay with the image that remains in me.,symbolic,-1,1,-1,1.07,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A03,100,14,2,32,4,4,10,3,3,6,2,10,10
TO99Q0248_A1,TO99Q0248,1,Szukam odpowiedzi przez relację z nieznajomy.,I look for the answer through my relationship with a stranger.,relational,1,2,2,1.45,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A07,100,4,2,10,9,6,17,24,4,2,3,5,14
TO99Q0248_A2,TO99Q0248,2,"Rozkładam sytuację na fakty, ryzyko i konsekwencje.","I break the situation into facts, risk and consequences.",analytical,0,-1,-2,1.48,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A01,100,31,14,3,6,10,4,8,3,10,3,2,6
TO99Q0248_A3,TO99Q0248,3,"Wybieram ruch, który otwiera nową możliwość.",I choose the move that opens a new possibility.,bold,3,2,1,1.5,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A11,100,5,4,5,4,5,7,2,13,4,11,32,8
TO99Q0248_A4,TO99Q0248,4,"Zatrzymuję się przy obrazie, który we mnie zostaje.",I stay with the image that remains in me.,symbolic,-1,1,-1,1.53,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A01,100,32,6,9,3,6,2,6,8,3,4,9,12
TO99Q0249_A1,TO99Q0249,1,"Szukam odpowiedzi przez relację z osoba, której nie umiesz odmówić.",I look for the answer through my relationship with someone you struggle to refuse.,relational,1,2,2,0.99,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A12,100,6,5,10,10,4,2,7,5,15,4,3,29
TO99Q0249_A2,TO99Q0249,2,"Rozkładam sytuację na fakty, ryzyko i konsekwencje.","I break the situation into facts, risk and consequences.",analytical,0,-1,-2,1.03,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A02,100,12,28,3,5,8,4,2,4,10,13,6,5
TO99Q0249_A3,TO99Q0249,3,"Wybieram ruch, który otwiera nową możliwość.",I choose the move that opens a new possibility.,bold,3,2,1,1.05,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A08,100,3,3,3,10,4,12,3,29,2,11,16,4
TO99Q0249_A4,TO99Q0249,4,"Zatrzymuję się przy obrazie, który we mnie zostaje.",I stay with the image that remains in me.,symbolic,-1,1,-1,1.08,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A12,100,10,5,12,4,13,6,5,6,4,2,11,22
TO99Q0250_A1,TO99Q0250,1,Szukam odpowiedzi przez relację z członek rodziny.,I look for the answer through my relationship with a family member.,relational,1,2,2,1.1,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A03,100,5,3,26,13,4,5,6,4,4,3,14,13
TO99Q0250_A2,TO99Q0250,2,"Rozkładam sytuację na fakty, ryzyko i konsekwencje.","I break the situation into facts, risk and consequences.",analytical,0,-1,-2,1.14,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A05,100,14,10,3,2,35,2,6,3,11,4,2,8
TO99Q0250_A3,TO99Q0250,3,"Wybieram ruch, który otwiera nową możliwość.",I choose the move that opens a new possibility.,bold,3,2,1,1.16,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A06,100,12,4,2,2,2,33,5,8,3,15,11,3
TO99Q0250_A4,TO99Q0250,4,"Zatrzymuję się przy obrazie, który we mnie zostaje.",I stay with the image that remains in me.,symbolic,-1,1,-1,1.19,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A11,100,9,6,9,3,3,4,14,3,3,3,26,17
TO99Q0251_A1,TO99Q0251,1,Szukam odpowiedzi przez relację z dawny partner.,I look for the answer through my relationship with a former partner.,relational,1,2,2,1.52,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A12,100,5,2,8,9,3,4,13,5,2,5,13,31
TO99Q0251_A2,TO99Q0251,2,"Rozkładam sytuację na fakty, ryzyko i konsekwencje.","I break the situation into facts, risk and consequences.",analytical,0,-1,-2,1.55,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A01,100,24,12,4,6,10,4,4,11,11,4,4,6
TO99Q0251_A3,TO99Q0251,3,"Wybieram ruch, który otwiera nową możliwość.",I choose the move that opens a new possibility.,bold,3,2,1,1.57,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A11,100,3,6,10,6,5,15,3,13,4,10,20,5
TO99Q0251_A4,TO99Q0251,4,"Zatrzymuję się przy obrazie, który we mnie zostaje.",I stay with the image that remains in me.,symbolic,-1,1,-1,1.6,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A01,100,26,5,12,3,4,2,16,5,3,1,12,11
TO99Q0252_A1,TO99Q0252,1,Szukam odpowiedzi przez relację z dziecko z pytaniem.,I look for the answer through my relationship with a child with a question.,relational,1,2,2,1.03,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A07,100,3,5,11,13,2,4,27,6,6,6,10,7
TO99Q0252_A2,TO99Q0252,2,"Rozkładam sytuację na fakty, ryzyko i konsekwencje.","I break the situation into facts, risk and consequences.",analytical,0,-1,-2,1.06,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec analytical bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a analytical pattern without exposing the user's archetype.,A09,100,14,10,4,4,11,6,3,5,26,8,5,4
TO99Q0252_A3,TO99Q0252,3,"Wybieram ruch, który otwiera nową możliwość.",I choose the move that opens a new possibility.,bold,3,2,1,1.08,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec bold bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a bold pattern without exposing the user's archetype.,A10,100,3,4,4,10,3,11,4,10,5,32,12,2
TO99Q0252_A4,TO99Q0252,4,"Zatrzymuję się przy obrazie, który we mnie zostaje.",I stay with the image that remains in me.,symbolic,-1,1,-1,1.11,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec symbolic bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a symbolic pattern without exposing the user's archetype.,A03,100,9,3,29,2,5,2,4,5,3,12,9,17
TO99Q0253_A1,TO99Q0253,1,Szukam odpowiedzi przez relację z przyjaciel.,I look for the answer through my relationship with a friend.,relational,1,2,2,1.11,Szacowany sygnał: ta odpowiedź wzmacnia wzorzec relational bez ujawniania archetypu użytkownikowi.,Estimated signal: this answer strengthens a relational pattern without exposing the user's archetype.,A07,100,4,6,14,12,2,5,28,4,5,10,2,8
