id;version;content_type;rarity_tier;rarity_score;category;darkness_level;intimacy_level;psychological_intensity;prompt_pl;answer_type;answer_options_pl;axis_target;axis_delta_json;hidden_signal;reward_after_answer_pl;verification_type;moderation_level;paywall_weight;notes;reward_type;reward_intensity;community_reveal_type;profile_reveal_type;unlock_type;next_hook_pl;community_stat_seed_json;reward_sequence_json;sample_reward_screen_pl
TO99-0115;1.3;secret;rare;60;sekrety;2;3;3;Wolę być potrzebny niż poprosić, żeby ktoś był przy mnie.;reaction_3;Ja też | Czasami | Nie;"Belonging;Openness;Emotion";"{""belonging"": 3, ""openness"": -2, ""emotion"": 3}";response_time;Dobry marker relacyjny.;none;safe;2;;shared_secret_rare;2;meaningful_minority;axis_movement;profile_progress;"Jeszcze jedna treść z obszaru ""sekrety"" zwiększy dokładność Twojego profilu.";"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 45, ""secondary_percent"": 41, ""stat_rule"": ""meaningful_minority""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""45% użytkowników zaznaczyło podobny kierunek.""}, {""type"": ""profile_movement"", ""text"": ""Profil lekko przesunął się w obszarach: Belonging, Openness.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Postęp profilu wzrósł.""}, {""type"": ""next_hook"", ""text"": ""Jeszcze jedna treść z obszaru \""sekrety\"" zwiększy dokładność Twojego profilu.""}], ""intensity"": 2, ""reward_type"": ""shared_secret_rare""}";"45% użytkowników zaznaczyło podobny kierunek. Profil lekko przesunął się w obszarach: Belonging, Openness. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Postęp profilu wzrósł. Jeszcze jedna treść z obszaru ""sekrety"" zwiększy dokładność Twojego profilu."
TO99-0116;1.3;secret;rare;59;sekrety;2;3;3;Mam rzeczy, których nie wyrzucam, bo są dowodem, że jakaś wersja mnie istniała.;reaction_3;Ja też | Czasami | Nie;"Present;Stability;Emotion";"{""present"": 3, ""stability"": 3, ""emotion"": 2}";response_time;Sekret pamięci i przedmiotów.;none;safe;2;;shared_secret_rare;2;meaningful_minority;axis_movement;profile_progress;"Jeszcze jedna treść z obszaru ""sekrety"" zwiększy dokładność Twojego profilu.";"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 27, ""secondary_percent"": 24, ""stat_rule"": ""meaningful_minority""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""27% użytkowników zaznaczyło podobny kierunek.""}, {""type"": ""profile_movement"", ""text"": ""Profil lekko przesunął się w obszarach: Present, Stability.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Postęp profilu wzrósł.""}, {""type"": ""next_hook"", ""text"": ""Jeszcze jedna treść z obszaru \""sekrety\"" zwiększy dokładność Twojego profilu.""}], ""intensity"": 2, ""reward_type"": ""shared_secret_rare""}";"27% użytkowników zaznaczyło podobny kierunek. Profil lekko przesunął się w obszarach: Present, Stability. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Postęp profilu wzrósł. Jeszcze jedna treść z obszaru ""sekrety"" zwiększy dokładność Twojego profilu."
TO99-0117;1.3;secret;rare;58;sekrety;2;3;3;Czasami łatwiej mi martwić się o przyszłość niż zaufać, że coś się ułoży.;reaction_3;Ja też | Czasami | Nie;"Future;Security;Control";"{""future"": 3, ""security"": 3, ""control"": 3}";response_time;Sekret kontroli przyszłości.;none;safe;2;;shared_secret_rare;2;meaningful_minority;axis_movement;profile_progress;"Jeszcze jedna treść z obszaru ""sekrety"" zwiększy dokładność Twojego profilu.";"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 27, ""secondary_percent"": 24, ""stat_rule"": ""meaningful_minority""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""27% użytkowników zaznaczyło podobny kierunek.""}, {""type"": ""profile_movement"", ""text"": ""Profil lekko przesunął się w obszarach: Future, Security.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Postęp profilu wzrósł.""}, {""type"": ""next_hook"", ""text"": ""Jeszcze jedna treść z obszaru \""sekrety\"" zwiększy dokładność Twojego profilu.""}], ""intensity"": 2, ""reward_type"": ""shared_secret_rare""}";"27% użytkowników zaznaczyło podobny kierunek. Profil lekko przesunął się w obszarach: Future, Security. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Postęp profilu wzrósł. Jeszcze jedna treść z obszaru ""sekrety"" zwiększy dokładność Twojego profilu."
TO99-0118;1.3;secret;rare;57;sekrety;2;3;3;Niektóre zmiany planuję tak długo, że zaczynają zastępować samo działanie.;reaction_3;Ja też | Czasami | Nie;"Idea Creator;Builder;Control";"{""idea_creator"": 3, ""builder"": -3, ""control"": 3}";response_time;Dobre do osi pomysłodawca-realizator.;none;safe;2;;shared_secret_rare;2;meaningful_minority;axis_movement;profile_progress;"Jeszcze jedna treść z obszaru ""sekrety"" zwiększy dokładność Twojego profilu.";"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 27, ""secondary_percent"": 24, ""stat_rule"": ""meaningful_minority""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""27% użytkowników zaznaczyło podobny kierunek.""}, {""type"": ""profile_movement"", ""text"": ""Profil lekko przesunął się w obszarach: Idea Creator, Builder.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Postęp profilu wzrósł.""}, {""type"": ""next_hook"", ""text"": ""Jeszcze jedna treść z obszaru \""sekrety\"" zwiększy dokładność Twojego profilu.""}], ""intensity"": 2, ""reward_type"": ""shared_secret_rare""}";"27% użytkowników zaznaczyło podobny kierunek. Profil lekko przesunął się w obszarach: Idea Creator, Builder. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Postęp profilu wzrósł. Jeszcze jedna treść z obszaru ""sekrety"" zwiększy dokładność Twojego profilu."
TO99-0119;1.3;secret;standard;40;sekrety;1;2;2;Czasami odkładam wiadomość, bo chcę odpowiedzieć dobrze, a potem robi się za późno.;reaction_3;Ja też | Czasami | Nie;"Control;Belonging;Hesitation";"{""control"": 2, ""belonging"": 2, ""hesitation"": 2}";response_time;Lekki sekret społeczny.;none;safe;1;;shared_secret;1;soft_majority_or_split;axis_movement;profile_progress;Zobacz kolejny sekret i sprawdź, czy tym razem jesteś w większości czy w mniejszości.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 45, ""secondary_percent"": 56, ""stat_rule"": ""soft_majority_or_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""45% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Profil lekko przesunął się w obszarach: Control, Belonging.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Postęp profilu wzrósł.""}, {""type"": ""next_hook"", ""text"": ""Zobacz kolejny sekret i sprawdź, czy tym razem jesteś w większości czy w mniejszości.""}], ""intensity"": 1, ""reward_type"": ""shared_secret""}";45% użytkowników wybrało podobnie. Profil lekko przesunął się w obszarach: Control, Belonging. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Postęp profilu wzrósł. Zobacz kolejny sekret i sprawdź, czy tym razem jesteś w większości czy w mniejszości.
TO99-0120;1.3;secret;standard;39;sekrety;1;2;2;Lubię być sam, ale nie lubię czuć się pominięty.;reaction_3;Ja też | Czasami | Nie;"Independence;Belonging;Emotion";"{""independence"": 2, ""belonging"": 2, ""emotion"": 2}";response_time;Dobry balans samotność-przynależność.;none;safe;1;;shared_secret;1;soft_majority_or_split;axis_movement;profile_progress;Zobacz kolejny sekret i sprawdź, czy tym razem jesteś w większości czy w mniejszości.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 45, ""secondary_percent"": 56, ""stat_rule"": ""soft_majority_or_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""45% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Profil lekko przesunął się w obszarach: Independence, Belonging.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Postęp profilu wzrósł.""}, {""type"": ""next_hook"", ""text"": ""Zobacz kolejny sekret i sprawdź, czy tym razem jesteś w większości czy w mniejszości.""}], ""intensity"": 1, ""reward_type"": ""shared_secret""}";45% użytkowników wybrało podobnie. Profil lekko przesunął się w obszarach: Independence, Belonging. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Postęp profilu wzrósł. Zobacz kolejny sekret i sprawdź, czy tym razem jesteś w większości czy w mniejszości.
TO99-0121;1.3;secret;standard;38;sekrety;1;2;2;Czasami robię listę tylko po to, żeby poczuć, że panuję nad chaosem.;reaction_3;Ja też | Czasami | Nie;"Control;Security;Builder";"{""control"": 3, ""security"": 2, ""builder"": 1}";response_time;Lekki sekret kontroli.;none;safe;1;;shared_secret;1;soft_majority_or_split;axis_movement;profile_progress;Zobacz kolejny sekret i sprawdź, czy tym razem jesteś w większości czy w mniejszości.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 45, ""secondary_percent"": 56, ""stat_rule"": ""soft_majority_or_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""45% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Profil lekko przesunął się w obszarach: Control, Security.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Postęp profilu wzrósł.""}, {""type"": ""next_hook"", ""text"": ""Zobacz kolejny sekret i sprawdź, czy tym razem jesteś w większości czy w mniejszości.""}], ""intensity"": 1, ""reward_type"": ""shared_secret""}";45% użytkowników wybrało podobnie. Profil lekko przesunął się w obszarach: Control, Security. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Postęp profilu wzrósł. Zobacz kolejny sekret i sprawdź, czy tym razem jesteś w większości czy w mniejszości.
TO99-0122;1.3;secret;standard;37;sekrety;1;2;2;Zdarza mi się sprawdzać coś po kilka razy, mimo że wiem, że jest dobrze.;reaction_3;Ja też | Czasami | Nie;"Control;Security;Hesitation";"{""control"": 3, ""security"": 2, ""hesitation"": 2}";response_time;Bezpieczny marker potrzeby pewności.;none;safe;1;;shared_secret;1;soft_majority_or_split;axis_movement;profile_progress;Zobacz kolejny sekret i sprawdź, czy tym razem jesteś w większości czy w mniejszości.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 45, ""secondary_percent"": 56, ""stat_rule"": ""soft_majority_or_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""45% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Profil lekko przesunął się w obszarach: Control, Security.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Postęp profilu wzrósł.""}, {""type"": ""next_hook"", ""text"": ""Zobacz kolejny sekret i sprawdź, czy tym razem jesteś w większości czy w mniejszości.""}], ""intensity"": 1, ""reward_type"": ""shared_secret""}";45% użytkowników wybrało podobnie. Profil lekko przesunął się w obszarach: Control, Security. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Postęp profilu wzrósł. Zobacz kolejny sekret i sprawdź, czy tym razem jesteś w większości czy w mniejszości.
TO99-0123;1.3;secret;standard;36;sekrety;1;2;2;Czasami lubię, gdy pada, bo świat na chwilę zwalnia.;reaction_3;Ja też | Czasami | Nie;"Nature;Present;Emotion";"{""nature"": 2, ""present"": 3, ""emotion"": 1}";response_time;Lekki sekret atmosferyczny.;none;safe;1;;shared_secret;1;soft_majority_or_split;axis_movement;profile_progress;Zobacz kolejny sekret i sprawdź, czy tym razem jesteś w większości czy w mniejszości.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 45, ""secondary_percent"": 56, ""stat_rule"": ""soft_majority_or_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""45% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Profil lekko przesunął się w obszarach: Nature, Present.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Postęp profilu wzrósł.""}, {""type"": ""next_hook"", ""text"": ""Zobacz kolejny sekret i sprawdź, czy tym razem jesteś w większości czy w mniejszości.""}], ""intensity"": 1, ""reward_type"": ""shared_secret""}";45% użytkowników wybrało podobnie. Profil lekko przesunął się w obszarach: Nature, Present. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Postęp profilu wzrósł. Zobacz kolejny sekret i sprawdź, czy tym razem jesteś w większości czy w mniejszości.
TO99-0124;1.3;secret;standard;35;sekrety;1;2;2;Niektóre nowe aplikacje pobieram tylko dlatego, że obiecują nowy początek.;reaction_3;Ja też | Czasami | Nie;"Technology;Transformation;Future";"{""technology"": 3, ""transformation"": 2, ""future"": 2}";response_time;Łączy technologię i zmianę.;none;safe;1;;shared_secret;1;soft_majority_or_split;axis_movement;profile_progress;Zobacz kolejny sekret i sprawdź, czy tym razem jesteś w większości czy w mniejszości.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 45, ""secondary_percent"": 56, ""stat_rule"": ""soft_majority_or_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""45% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Profil lekko przesunął się w obszarach: Technology, Transformation.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Postęp profilu wzrósł.""}, {""type"": ""next_hook"", ""text"": ""Zobacz kolejny sekret i sprawdź, czy tym razem jesteś w większości czy w mniejszości.""}], ""intensity"": 1, ""reward_type"": ""shared_secret""}";45% użytkowników wybrało podobnie. Profil lekko przesunął się w obszarach: Technology, Transformation. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Postęp profilu wzrósł. Zobacz kolejny sekret i sprawdź, czy tym razem jesteś w większości czy w mniejszości.
TO99-0125;1.3;secret;standard;34;sekrety;1;2;2;Czasami wolę posprzątać niż zająć się tym, co naprawdę ważne.;reaction_3;Ja też | Czasami | Nie;"Control;Action;Avoidance";"{""control"": 3, ""action"": 2, ""hesitation"": 1}";response_time;Lekki sekret unikania.;none;safe;1;;shared_secret;1;soft_majority_or_split;axis_movement;profile_progress;Zobacz kolejny sekret i sprawdź, czy tym razem jesteś w większości czy w mniejszości.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 45, ""secondary_percent"": 56, ""stat_rule"": ""soft_majority_or_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""45% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Profil lekko przesunął się w obszarach: Control, Action.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Postęp profilu wzrósł.""}, {""type"": ""next_hook"", ""text"": ""Zobacz kolejny sekret i sprawdź, czy tym razem jesteś w większości czy w mniejszości.""}], ""intensity"": 1, ""reward_type"": ""shared_secret""}";45% użytkowników wybrało podobnie. Profil lekko przesunął się w obszarach: Control, Action. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Postęp profilu wzrósł. Zobacz kolejny sekret i sprawdź, czy tym razem jesteś w większości czy w mniejszości.
TO99-0126;1.3;secret;standard;33;sekrety;1;2;2;Lubię mieć jedną małą rzecz, która jest tylko moja.;reaction_3;Ja też | Czasami | Nie;"Independence;Stability;Present";"{""independence"": 2, ""stability"": 2, ""present"": 1}";response_time;Prywatność i niezależność.;none;safe;1;;shared_secret;1;soft_majority_or_split;axis_movement;profile_progress;Zobacz kolejny sekret i sprawdź, czy tym razem jesteś w większości czy w mniejszości.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 45, ""secondary_percent"": 56, ""stat_rule"": ""soft_majority_or_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""45% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Profil lekko przesunął się w obszarach: Independence, Stability.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Postęp profilu wzrósł.""}, {""type"": ""next_hook"", ""text"": ""Zobacz kolejny sekret i sprawdź, czy tym razem jesteś w większości czy w mniejszości.""}], ""intensity"": 1, ""reward_type"": ""shared_secret""}";45% użytkowników wybrało podobnie. Profil lekko przesunął się w obszarach: Independence, Stability. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Postęp profilu wzrósł. Zobacz kolejny sekret i sprawdź, czy tym razem jesteś w większości czy w mniejszości.
TO99-0127;1.3;secret;standard;32;sekrety;1;2;2;Czasami udaję, że nie słyszę telefonu, bo nie mam przestrzeni na rozmowę.;reaction_3;Ja też | Czasami | Nie;"Guardedness;Independence;Emotion";"{""guardedness"": 2, ""independence"": 2, ""emotion"": 1}";response_time;Relacyjna energia.;none;safe;1;;shared_secret;1;soft_majority_or_split;axis_movement;profile_progress;Zobacz kolejny sekret i sprawdź, czy tym razem jesteś w większości czy w mniejszości.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 45, ""secondary_percent"": 56, ""stat_rule"": ""soft_majority_or_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""45% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Profil lekko przesunął się w obszarach: Guardedness, Independence.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Postęp profilu wzrósł.""}, {""type"": ""next_hook"", ""text"": ""Zobacz kolejny sekret i sprawdź, czy tym razem jesteś w większości czy w mniejszości.""}], ""intensity"": 1, ""reward_type"": ""shared_secret""}";45% użytkowników wybrało podobnie. Profil lekko przesunął się w obszarach: Guardedness, Independence. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Postęp profilu wzrósł. Zobacz kolejny sekret i sprawdź, czy tym razem jesteś w większości czy w mniejszości.
TO99-0128;1.3;secret;standard;31;sekrety;1;2;2;Mam miejsca, do których wracam myślami bardziej niż fizycznie.;reaction_3;Ja też | Czasami | Nie;"Present;Nature;Emotion";"{""present"": 3, ""nature"": 1, ""emotion"": 2}";response_time;Lekki sekret nostalgii.;none;safe;1;;shared_secret;1;soft_majority_or_split;axis_movement;profile_progress;Zobacz kolejny sekret i sprawdź, czy tym razem jesteś w większości czy w mniejszości.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 45, ""secondary_percent"": 56, ""stat_rule"": ""soft_majority_or_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""45% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Profil lekko przesunął się w obszarach: Present, Nature.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Postęp profilu wzrósł.""}, {""type"": ""next_hook"", ""text"": ""Zobacz kolejny sekret i sprawdź, czy tym razem jesteś w większości czy w mniejszości.""}], ""intensity"": 1, ""reward_type"": ""shared_secret""}";45% użytkowników wybrało podobnie. Profil lekko przesunął się w obszarach: Present, Nature. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Postęp profilu wzrósł. Zobacz kolejny sekret i sprawdź, czy tym razem jesteś w większości czy w mniejszości.
TO99-0129;1.3;secret;standard;30;sekrety;1;2;2;Czasami wolę planować niż zaczynać, bo planowanie jest bezpieczniejsze.;reaction_3;Ja też | Czasami | Nie;"Control;Security;Builder";"{""control"": 3, ""security"": 2, ""builder"": -2}";response_time;Pomysłodawca kontra realizator.;none;safe;1;;shared_secret;1;soft_majority_or_split;axis_movement;profile_progress;Zobacz kolejny sekret i sprawdź, czy tym razem jesteś w większości czy w mniejszości.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 45, ""secondary_percent"": 56, ""stat_rule"": ""soft_majority_or_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""45% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Profil lekko przesunął się w obszarach: Control, Security.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Postęp profilu wzrósł.""}, {""type"": ""next_hook"", ""text"": ""Zobacz kolejny sekret i sprawdź, czy tym razem jesteś w większości czy w mniejszości.""}], ""intensity"": 1, ""reward_type"": ""shared_secret""}";45% użytkowników wybrało podobnie. Profil lekko przesunął się w obszarach: Control, Security. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Postęp profilu wzrósł. Zobacz kolejny sekret i sprawdź, czy tym razem jesteś w większości czy w mniejszości.
TO99-0130;1.3;secret;standard;29;sekrety;1;1;2;Zdarza mi się mieć ochotę zniknąć na jeden dzień bez tłumaczenia.;reaction_3;Ja też | Czasami | Nie;"Independence;Guardedness;Present";"{""independence"": 2, ""guardedness"": 2, ""present"": 1}";response_time;Bezpiecznie sformułowane odcięcie społeczne.;none;safe;1;;shared_secret;1;soft_majority_or_split;axis_movement;profile_progress;Zobacz kolejny sekret i sprawdź, czy tym razem jesteś w większości czy w mniejszości.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 45, ""secondary_percent"": 56, ""stat_rule"": ""soft_majority_or_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""45% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Profil lekko przesunął się w obszarach: Independence, Guardedness.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Postęp profilu wzrósł.""}, {""type"": ""next_hook"", ""text"": ""Zobacz kolejny sekret i sprawdź, czy tym razem jesteś w większości czy w mniejszości.""}], ""intensity"": 1, ""reward_type"": ""shared_secret""}";45% użytkowników wybrało podobnie. Profil lekko przesunął się w obszarach: Independence, Guardedness. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Postęp profilu wzrósł. Zobacz kolejny sekret i sprawdź, czy tym razem jesteś w większości czy w mniejszości.
TO99-0131;1.3;secret;standard;28;sekrety;1;2;2;Czasami cieszę się z odwołanych planów bardziej, niż wypada przyznać.;reaction_3;Ja też | Czasami | Nie;"Independence;Present;Belonging";"{""independence"": 2, ""present"": 2, ""belonging"": -1}";response_time;Lekki sekret społeczny.;none;safe;1;;shared_secret;1;soft_majority_or_split;axis_movement;profile_progress;Zobacz kolejny sekret i sprawdź, czy tym razem jesteś w większości czy w mniejszości.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 45, ""secondary_percent"": 56, ""stat_rule"": ""soft_majority_or_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""45% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Profil lekko przesunął się w obszarach: Independence, Present.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Postęp profilu wzrósł.""}, {""type"": ""next_hook"", ""text"": ""Zobacz kolejny sekret i sprawdź, czy tym razem jesteś w większości czy w mniejszości.""}], ""intensity"": 1, ""reward_type"": ""shared_secret""}";45% użytkowników wybrało podobnie. Profil lekko przesunął się w obszarach: Independence, Present. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Postęp profilu wzrósł. Zobacz kolejny sekret i sprawdź, czy tym razem jesteś w większości czy w mniejszości.
TO99-0132;1.3;secret;standard;27;sekrety;1;1;2;Lubię mieć coś do zrobienia, nawet jeśli narzekam, że mam za dużo.;reaction_3;Ja też | Czasami | Nie;"Action;Builder;Control";"{""action"": 2, ""builder"": 2, ""control"": 1}";response_time;Marker działania.;none;safe;1;;shared_secret;1;soft_majority_or_split;axis_movement;profile_progress;Zobacz kolejny sekret i sprawdź, czy tym razem jesteś w większości czy w mniejszości.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 45, ""secondary_percent"": 56, ""stat_rule"": ""soft_majority_or_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""45% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Profil lekko przesunął się w obszarach: Action, Builder.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Postęp profilu wzrósł.""}, {""type"": ""next_hook"", ""text"": ""Zobacz kolejny sekret i sprawdź, czy tym razem jesteś w większości czy w mniejszości.""}], ""intensity"": 1, ""reward_type"": ""shared_secret""}";45% użytkowników wybrało podobnie. Profil lekko przesunął się w obszarach: Action, Builder. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Postęp profilu wzrósł. Zobacz kolejny sekret i sprawdź, czy tym razem jesteś w większości czy w mniejszości.
TO99-0133;1.3;secret;standard;26;sekrety;1;2;2;Czasami boję się, że odpoczynek wybije mnie z rytmu.;reaction_3;Ja też | Czasami | Nie;"Builder;Control;Future";"{""builder"": 2, ""control"": 2, ""future"": 1}";response_time;Sekret realizatora.;none;safe;1;;shared_secret;1;soft_majority_or_split;axis_movement;profile_progress;Zobacz kolejny sekret i sprawdź, czy tym razem jesteś w większości czy w mniejszości.;"{""mvp_mode"": ""simulated_until_real_data"", ""primary_percent"": 45, ""secondary_percent"": 56, ""stat_rule"": ""soft_majority_or_split""}";"{""blocks"": [{""type"": ""community_reveal"", ""text"": ""45% użytkowników wybrało podobnie.""}, {""type"": ""profile_movement"", ""text"": ""Profil lekko przesunął się w obszarach: Builder, Control.""}, {""type"": ""hidden_teaser"", ""text"": ""To pytanie należy do grupy, przy której tempo reakcji ma znaczenie.""}, {""type"": ""unlock"", ""text"": ""Postęp profilu wzrósł.""}, {""type"": ""next_hook"", ""text"": ""Zobacz kolejny sekret i sprawdź, czy tym razem jesteś w większości czy w mniejszości.""}], ""intensity"": 1, ""reward_type"": ""shared_secret""}";45% użytkowników wybrało podobnie. Profil lekko przesunął się w obszarach: Builder, Control. To pytanie należy do grupy, przy której tempo reakcji ma znaczenie. Postęp profilu wzrósł. Zobacz kolejny sekret i sprawdź, czy tym razem jesteś w większości czy w mniejszości.
