id;version;content_type;rarity_tier;rarity_score;category;darkness_level;intimacy_level;psychological_intensity;prompt_pl;answer_type;answer_options_pl;axis_target;axis_delta_json;hidden_signal;reward_after_answer_pl;verification_type;moderation_level;paywall_weight;notes;reward_type;reward_intensity;community_reveal_type;profile_reveal_type;unlock_type;next_hook_pl;community_stat_seed_json;reward_sequence_json;sample_reward_screen_pl;prompt_en;answer_options_en;next_hook_en;reward_en;profile_fragment_en;archetype_hint_en;card_path;theme_category
TO99-0250;2.0;secret;rare;60;fear;3;5;6;I have felt relief at something I am ashamed to feel relieved about.;choice;Yes | No | Not sure;"Emotion;Guardedness";"{""emotion"": 6, ""guardedness"": 5}";"{""Emotion"":3,""security"":2}";;self_report;3;2;;profile_movement;4;percentage;hidden;rare;Was the shame about the relief, or about what it revealed?;"{""primary_percent"":60,""secondary_percent"":25}";;;I have felt relief at something I am ashamed to feel relieved about.;Yes | No | Not sure;Was the shame about the relief, or about what it revealed?;Shame-tinged relief is one of the most honest emotions.;Shameful relief noted.;shameful_relief;Shadow Question;fear
TO99-0251;2.0;secret;rare;52;identity;3;5;6;There is a part of my past I rarely mention, not because it was bad, but because it reveals something I can't easily explain.;choice;Yes | No | I haven't identified it;"Emotion;Guardedness";"{""emotion"": 6, ""guardedness"": 5}";"{""Emotion"":2,""security"":3}";;self_report;3;2;;profile_movement;4;percentage;hidden;rare;What would you need to feel to talk about it?;"{""primary_percent"":55,""secondary_percent"":30}";;;There is a part of my past I rarely mention, not because it was bad, but because it reveals something I can't easily explain.;Yes | No | I haven't identified it;What would you need to feel to talk about it?;Some chapters resist summary.;Unexplained chapter detected.;unexplained_chapter;Secret Human;identity
TO99-0252;2.0;secret;epic;75;identity;4;5;7;There is a version of myself I abandoned that I sometimes miss more than I miss any person.;choice;Yes | No | I'm not sure it's true;"Emotion;Change";"{""emotion"": 7, ""change"": 6}";"{""Emotion"":4,""change"":3}";;self_report;4;3;;profile_movement;5;percentage;hidden;epic;When did you last feel that person?;"{""primary_percent"":45,""secondary_percent"":35}";;;There is a version of myself I abandoned that I sometimes miss more than I miss any person.;Yes | No | I'm not sure it's true;When did you last feel that person?;Abandoned selves can be mourned like people.;Abandoned self identified.;abandoned_self;Threshold Card;identity
TO99-0253;2.0;secret;epic;80;relationships;4;5;7;There is something I needed someone to say to me that they never said — and I've been waiting without knowing it.;choice;Yes | No | I've given up waiting;"Emotion;Security";"{""emotion"": 7, ""security"": 6}";"{""Emotion"":4,""connection"":3}";;self_report;4;3;;profile_movement;5;percentage;hidden;epic;Is it still possible for them to say it?;"{""primary_percent"":52,""secondary_percent"":30}";;;There is something I needed someone to say to me that they never said — and I've been waiting without knowing it.;Yes | No | I've given up waiting;Is it still possible for them to say it?;The thing you've been waiting for.;Unspoken need detected.;unspoken_need;Secret Human;relationships
TO99-0254;2.0;secret;epic;72;fear;4;5;7;I have been most afraid not of failing, but of what success would require of me.;choice;Yes, that resonates | Partly | No, failure is what I fear;"Emotion;Risk";"{""emotion"": 7, ""risk"": 6}";"{""Emotion"":3,""risk"":2}";;self_report;4;3;;profile_movement;5;percentage;hidden;epic;What would success require?;"{""primary_percent"":48,""secondary_percent"":38}";;;I have been most afraid not of failing, but of what success would require of me.;Yes, that resonates | Partly | No, failure is what I fear;What would success require?;Success-fear is less visible but often more powerful.;Success fear detected.;success_fear;Shadow Question;fear
TO99-0255;2.0;secret;legendary;93;identity;5;5;9;There is something I know about myself that would change how people see me — and I am not sure I want that change.;choice;Yes | No | It's more complicated;"Emotion;Guardedness";"{""emotion"": 9, ""guardedness"": 8}";"{""Emotion"":4,""security"":4}";;self_report;5;4;;profile_movement;6;percentage;hidden;legendary;What would change?;"{""primary_percent"":55,""secondary_percent"":30}";;;There is something I know about myself that would change how people see me — and I am not sure I want that change.;Yes | No | It's more complicated;What would change?;The hidden self that cannot yet be seen.;Hidden identity element detected.;identity_secret;Threshold Card;identity
TO99-0256;2.0;game;standard;12;identity;1;2;2;Choose the object you would carry into the unknown.;choice;Compass | Key | Lantern;"Curiosity;Risk";"{""curiosity"": 2, ""risk"": 1}";"{""curiosity"":1,""risk"":1}";;none;1;0;;profile_movement;2;percentage;visible;standard;Which direction does your instinct point?;"{""primary_percent"":35,""secondary_percent"":28}";;;Choose the object you would carry into the unknown.;Compass | Key | Lantern;Which direction does your instinct point?;Direction, access, or illumination — each reveals a different need.;Navigation instinct mapped.;object_unknown;Object Choice;identity
TO99-0257;2.0;game;standard;15;identity;1;2;2;Choose the object you would keep after everything changes.;choice;Mirror | Letter | Map;"Emotion;Security";"{""emotion"": 2, ""security"": 1}";"{""Emotion"":1,""connection"":1}";;none;1;0;;profile_movement;2;percentage;visible;standard;What does your choice say about what you preserve?;"{""primary_percent"":30,""secondary_percent"":38}";;;Choose the object you would keep after everything changes.;Mirror | Letter | Map;What does your choice say about what you preserve?;Self-reflection, connection, or orientation — all different anchors.;Post-change anchor identified.;object_change;Object Choice;identity
TO99-0258;2.0;game;standard;18;decisions;1;2;2;Choose your guide for a journey without a destination.;choice;Clock | Compass | Candle;"Curiosity;Security";"{""curiosity"": 2, ""security"": 1}";"{""curiosity"":1,""security"":1}";;none;1;0;;profile_movement;2;percentage;visible;standard;What does your guide reveal about your orientation?;"{""primary_percent"":25,""secondary_percent"":42}";;;Choose your guide for a journey without a destination.;Clock | Compass | Candle;What does your guide reveal about your orientation?;Time, direction, or light — three different relationships with the unknown.;Journey orientation mapped.;object_guide;Object Choice;decisions
TO99-0259;2.0;game;standard;14;values;1;2;2;Choose what you would take from a burning house (besides people and pets).;choice;A letter | A photograph | Nothing;"Emotion;Security";"{""emotion"": 2, ""security"": 1}";"{""Emotion"":2,""connection"":1}";;none;1;0;;profile_movement;2;percentage;visible;standard;What made you choose that?;"{""primary_percent"":45,""secondary_percent"":40}";;;Choose what you would take from a burning house (besides people and pets).;A letter | A photograph | Nothing;What made you choose that?;What survives fire tells you what you need to survive.;Preservation instinct noted.;object_fire;Object Choice;values
TO99-0260;2.0;game;standard;11;identity;1;1;2;Choose the room you would most want to be in.;choice;A library | An empty room | A busy market;"Curiosity;Control";"{""curiosity"": 2, ""control"": 1}";"{""curiosity"":1,""independence"":1}";;none;1;0;;profile_movement;2;percentage;visible;standard;What does the room feel like?;"{""primary_percent"":50,""secondary_percent"":22}";;;Choose the room you would most want to be in.;A library | An empty room | A busy market;What does the room feel like?;Space preference maps cognitive and social needs.;Space preference noted.;object_room;Object Choice;identity
TO99-0261;2.0;game;standard;16;identity;1;2;2;If you could only choose one, which would you carry?;choice;A key to a locked door | A map of an unknown place | A message with no sender;"Curiosity;Security";"{""curiosity"": 2, ""security"": 1}";"{""curiosity"":2,""security"":1}";;none;1;0;;profile_movement;2;percentage;visible;standard;What would you do with what you carried?;"{""primary_percent"":38,""secondary_percent"":32}";;;If you could only choose one, which would you carry?;A key to a locked door | A map of an unknown place | A message with no sender;What would you do with what you carried?;Access, orientation, or mystery — your instinct speaks.;Object instinct mapped.;object_mystery;Object Choice;identity
TO99-0262;2.0;game;standard;20;values;1;2;2;Choose the tool you would bring to rebuild something.;choice;A hammer | A blueprint | A conversation;"Control;Security";"{""control"": 2, ""security"": 1}";"{""control"":1,""connection"":1}";;none;1;0;;profile_movement;2;percentage;visible;standard;What does rebuilding mean to you?;"{""primary_percent"":25,""secondary_percent"":38}";;;Choose the tool you would bring to rebuild something.;A hammer | A blueprint | A conversation;What does rebuilding mean to you?;Action, structure, or connection — your rebuilding instinct.;Rebuilding method identified.;object_rebuild;Object Choice;values
TO99-0263;2.0;game;standard;13;decisions;1;2;2;Choose what you would leave behind if you had to start over.;choice;Your routines | Your certainties | Your reputation;"Change;Control";"{""change"": 2, ""control"": 1}";"{""change"":2,""independence"":1}";;none;1;0;;profile_movement;2;percentage;visible;standard;What would you protect at all costs?;"{""primary_percent"":32,""secondary_percent"":35}";;;Choose what you would leave behind if you had to start over.;Your routines | Your certainties | Your reputation;What would you protect at all costs?;What you release reveals what you depend on.;Release instinct noted.;object_release;Object Choice;decisions
TO99-0264;2.0;game;standard;17;identity;1;2;2;Choose the element you feel closest to.;choice;Fire | Water | Stone;"Risk;Security";"{""risk"": 2, ""security"": 1}";"{""risk"":1,""security"":1}";;none;1;0;;profile_movement;2;percentage;visible;standard;What does that element feel like inside you?;"{""primary_percent"":40,""secondary_percent"":35}";;;Choose the element you feel closest to.;Fire | Water | Stone;What does that element feel like inside you?;Fire, water, stone — each maps to a different inner quality.;Elemental self-image noted.;object_element;Object Choice;identity
TO99-0265;2.0;game;standard;21;values;1;2;2;If time stopped for one day and only you were awake, what would you choose?;choice;Explore a place alone | Read everything you've avoided | Do nothing;"Curiosity;Independence";"{""curiosity"": 2, ""independence"": 1}";"{""curiosity"":1,""independence"":1}";;none;1;0;;profile_movement;2;percentage;visible;standard;What does the day tell you?;"{""primary_percent"":45,""secondary_percent"":28}";;;If time stopped for one day and only you were awake, what would you choose?;Explore a place alone | Read everything you've avoided | Do nothing;What does the day tell you?;The stopped clock reveals your truest desire.;Solitary desire mapped.;object_stopped_time;Object Choice;values
TO99-0266;2.0;game;rare;45;identity;2;2;3;Choose the gift you would give to someone you've never met.;choice;A book you love | A meal you made | An afternoon of your time;"Connection;Emotion";"{""connection"": 3, ""emotion"": 2}";"{""connection"":2,""Emotion"":1}";;none;2;1;;profile_movement;3;percentage;visible;rare;What does the gift say about how you connect?;"{""primary_percent"":35,""secondary_percent"":40}";;;Choose the gift you would give to someone you've never met.;A book you love | A meal you made | An afternoon of your time;What does the gift say about how you connect?;How you give to strangers maps your connection style.;Stranger connection pattern.;object_stranger_gift;Object Choice;identity
TO99-0267;2.0;game;rare;50;decisions;2;3;4;Choose the door you would open.;choice;One that is slightly ajar | One that is locked | One that is unmarked;"Curiosity;Risk";"{""curiosity"": 4, ""risk"": 3}";"{""curiosity"":2,""risk"":1}";;none;2;1;;profile_movement;3;percentage;visible;rare;What would you expect on the other side?;"{""primary_percent"":48,""secondary_percent"":22}";;;Choose the door you would open.;One that is slightly ajar | One that is locked | One that is unmarked;What would you expect on the other side?;The door you choose maps your relationship with the unknown.;Threshold crossing instinct.;object_door;Object Choice;decisions
TO99-0268;2.0;game;rare;55;identity;2;3;4;Choose what you would put in a box and bury — to be found in 50 years.;choice;Something true | Something beautiful | Something unfinished;"Emotion;Change";"{""emotion"": 4, ""change"": 3}";"{""Emotion"":2,""change"":1}";;none;2;1;;profile_movement;3;percentage;visible;rare;What should the finder know about you?;"{""primary_percent"":38,""secondary_percent"":35}";;;Choose what you would put in a box and bury — to be found in 50 years.;Something true | Something beautiful | Something unfinished;What should the finder know about you?;What you leave behind maps your relationship with legacy.;Legacy instinct noted.;object_time_capsule;Object Choice;identity
TO99-0269;2.0;game;rare;48;values;2;3;3;If you could choose one sense to have amplified, which would it be?;choice;Sight | Hearing | Touch;"Curiosity;Emotion";"{""curiosity"": 3, ""emotion"": 2}";"{""curiosity"":1,""Emotion"":2}";;none;2;1;;profile_movement;3;percentage;visible;rare;What would you use the amplification for?;"{""primary_percent"":42,""secondary_percent"":30}";;;If you could choose one sense to have amplified, which would it be?;Sight | Hearing | Touch;What would you use the amplification for?;Sensory priority reveals how you receive the world.;Primary perception channel mapped.;object_sense;Object Choice;values
TO99-0270;2.0;game;rare;60;decisions;2;3;4;Choose what you would take to a place you had never been and might never leave.;choice;A plant | A instrument | A blank notebook;"Curiosity;Independence";"{""curiosity"": 4, ""independence"": 3}";"{""curiosity"":2,""independence"":2}";;none;2;1;;profile_movement;3;percentage;visible;rare;What would keep you alive there?;"{""primary_percent"":30,""secondary_percent"":38}";;;Choose what you would take to a place you had never been and might never leave.;A plant | A instrument | A blank notebook;What would keep you alive there?;Survival instinct reveals what you cannot give up.;Survival priority noted.;object_survival;Object Choice;decisions
TO99-0271;2.0;game;rare;52;identity;2;3;4;Choose the image that best represents how you think.;choice;A web of threads | A clear river | A locked room;"Curiosity;Control";"{""curiosity"": 4, ""control"": 3}";"{""curiosity"":2,""control"":1}";;none;2;1;;profile_movement;3;percentage;visible;rare;What does your thinking feel like from the inside?;"{""primary_percent"":45,""secondary_percent"":30}";;;Choose the image that best represents how you think.;A web of threads | A clear river | A locked room;What does your thinking feel like from the inside?;Internal cognitive metaphor revealed.;Thought pattern image noted.;object_thinking;Object Choice;identity
TO99-0272;2.0;game;rare;47;values;2;3;3;Choose which resource you would want unlimited access to.;choice;Time | Energy | Clarity;"Curiosity;Security";"{""curiosity"": 3, ""security"": 2}";"{""curiosity"":1,""security"":2}";;none;2;1;;profile_movement;3;percentage;visible;rare;What would you do with it first?;"{""primary_percent"":50,""secondary_percent"":28}";;;Choose which resource you would want unlimited access to.;Time | Energy | Clarity;What would you do with it first?;Resource priority reveals your deepest constraint.;Core constraint identified.;object_resource;Object Choice;values
TO99-0273;2.0;riddle;standard;15;patterns;2;3;3;What gets heavier the longer you avoid naming it?;choice;Fear | Time | Silence;"Emotion;Hesitation";"{""emotion"": 3, ""hesitation"": 2}";"{""Emotion"":1,""security"":1}";;none;2;1;;profile_movement;2;percentage;visible;standard;What does its weight feel like?;"{""primary_percent"":52,""secondary_percent"":25}";;;What gets heavier the longer you avoid naming it?;Fear | Time | Silence;What does its weight feel like?;The unnamed thing grows with the avoidance.;Avoidance weight pattern noted.;riddle_heavy;Pattern Break;patterns
TO99-0274;2.0;riddle;standard;18;patterns;2;3;3;What do you have more of the less you try to keep?;choice;Trust | Joy | Time;"Curiosity;Contradiction";"{""curiosity"": 3, ""contradiction"": 2}";"{""curiosity"":1,""control"":1}";;none;2;1;;profile_movement;2;percentage;visible;standard;When did you notice this?;"{""primary_percent"":35,""secondary_percent"":40}";;;What do you have more of the less you try to keep?;Trust | Joy | Time;When did you notice this?;The paradox of effort and abundance.;Control paradox noted.;riddle_less_more;Pattern Break;patterns
TO99-0275;2.0;riddle;standard;20;identity;2;3;4;What always looks different than it is?;choice;Confidence | Distance | Silence;"Emotion;Contradiction";"{""emotion"": 4, ""contradiction"": 3}";"{""Emotion"":1,""security"":1}";;none;2;1;;profile_movement;2;percentage;visible;standard;What does that look like for you?;"{""primary_percent"":42,""secondary_percent"":35}";;;What always looks different than it is?;Confidence | Distance | Silence;What does that look like for you?;Appearances that deceive reveal projection.;Appearance vs reality noted.;riddle_looks_different;Pattern Break;identity
TO99-0276;2.0;riddle;standard;14;patterns;1;2;2;What can you carry for years but never touch?;choice;Grief | Regret | A secret;"Emotion;Security";"{""emotion"": 2, ""security"": 1}";"{""Emotion"":2,""security"":1}";;none;1;0;;profile_movement;2;percentage;visible;standard;What does it feel like to carry?;"{""primary_percent"":38,""secondary_percent"":32}";;;What can you carry for years but never touch?;Grief | Regret | A secret;What does it feel like to carry?;Some burdens are invisible but constant.;Invisible burden pattern.;riddle_carry;Pattern Break;patterns
TO99-0277;2.0;riddle;standard;22;decisions;2;3;3;What always means something different the second time?;choice;An apology | A goodbye | A promise;"Emotion;Consistency";"{""emotion"": 3, ""consistency"": 2}";"{""Emotion"":2,""security"":1}";;none;2;0;;profile_movement;2;percentage;visible;standard;What changes it?;"{""primary_percent"":45,""secondary_percent"":30}";;;What always means something different the second time?;An apology | A goodbye | A promise;What changes it?;Repetition transforms meaning.;Repeated meaning shift noted.;riddle_second_time;Pattern Break;decisions
TO99-0278;2.0;riddle;standard;16;patterns;2;2;3;What do you lose by trying to possess it?;choice;Mystery | Freedom | Attention;"Curiosity;Control";"{""curiosity"": 3, ""control"": 2}";"{""curiosity"":1,""independence"":1}";;none;2;0;;profile_movement;2;percentage;visible;standard;Where have you noticed this pattern?;"{""primary_percent"":32,""secondary_percent"":45}";;;What do you lose by trying to possess it?;Mystery | Freedom | Attention;Where have you noticed this pattern?;Possession instinct and its limits.;Possession paradox mapped.;riddle_possess;Pattern Break;patterns
TO99-0279;2.0;riddle;rare;45;patterns;3;3;4;What needs to be broken to become useful?;choice;A habit | A silence | A certainty;"Change;Contradiction";"{""change"": 4, ""contradiction"": 3}";"{""change"":2,""risk"":1}";;none;3;1;;profile_movement;3;percentage;visible;rare;What have you recently broken that helped?;"{""primary_percent"":38,""secondary_percent"":35}";;;What needs to be broken to become useful?;A habit | A silence | A certainty;What have you recently broken that helped?;Constructive destruction.;Breaking for growth pattern.;riddle_broken_useful;Pattern Break;patterns
TO99-0280;2.0;riddle;rare;50;identity;3;3;5;What grows stronger the more you resist it?;choice;An emotion | A memory | A need;"Emotion;Hesitation";"{""emotion"": 5, ""hesitation"": 4}";"{""Emotion"":3,""security"":1}";;none;3;1;;profile_movement;3;percentage;visible;rare;What have you been resisting lately?;"{""primary_percent"":55,""secondary_percent"":28}";;;What grows stronger the more you resist it?;An emotion | A memory | A need;What have you been resisting lately?;Resistance amplifies.;Resistance amplification noted.;riddle_resist;Pattern Break;identity
TO99-0281;2.0;riddle;rare;55;decisions;3;4;5;What always sounds like wisdom when you say it, but never like wisdom when someone says it to you?;choice;Patience | Distance | Acceptance;"Emotion;Consistency";"{""emotion"": 5, ""consistency"": 4}";"{""Emotion"":2,""security"":2}";;none;3;1;;profile_movement;3;percentage;visible;rare;Where does the asymmetry come from?;"{""primary_percent"":48,""secondary_percent"":30}";;;What always sounds like wisdom when you say it, but never like wisdom when someone says it to you?;Patience | Distance | Acceptance;Where does the asymmetry come from?;Applied wisdom vs received wisdom.;Wisdom asymmetry noted.;riddle_wisdom_asymmetry;Pattern Break;decisions
TO99-0282;2.0;riddle;rare;48;patterns;3;3;4;What do you have exactly enough of when you stop counting it?;choice;Trust | Love | Time;"Security;Contradiction";"{""security"": 4, ""contradiction"": 3}";"{""security"":2,""Emotion"":1}";;none;3;1;;profile_movement;3;percentage;visible;rare;When did you stop counting?;"{""primary_percent"":42,""secondary_percent"":35}";;;What do you have exactly enough of when you stop counting it?;Trust | Love | Time;When did you stop counting?;Sufficiency arrives with awareness.;Sufficiency paradox noted.;riddle_enough;Pattern Break;patterns
TO99-0283;2.0;riddle;rare;60;identity;3;4;5;What do you defend most loudly when you're least sure about it?;choice;A belief | A choice | An identity;"Emotion;Consistency";"{""emotion"": 5, ""consistency"": 4}";"{""Emotion"":2,""security"":2}";;none;3;1;;profile_movement;3;percentage;visible;rare;What are you defending right now?;"{""primary_percent"":52,""secondary_percent"":30}";;;What do you defend most loudly when you're least sure about it?;A belief | A choice | An identity;What are you defending right now?;Loud defense signals quiet doubt.;Defensive certainty pattern.;riddle_loud_defense;Pattern Break;identity
TO99-0284;2.0;riddle;rare;52;fear;3;3;5;What becomes easier the moment you stop needing it to be easy?;choice;Honesty | Change | Connection;"Emotion;Hesitation";"{""emotion"": 5, ""hesitation"": 4}";"{""Emotion"":2,""change"":1}";;none;3;1;;profile_movement;3;percentage;visible;rare;What have you been waiting to become easy?;"{""primary_percent"":45,""secondary_percent"":32}";;;What becomes easier the moment you stop needing it to be easy?;Honesty | Change | Connection;What have you been waiting to become easy?;The pressure of expectation adds friction.;Ease paradox mapped.;riddle_easier;Pattern Break;fear
TO99-0285;2.0;riddle;rare;46;patterns;3;3;4;What are you closest to when you feel farthest from yourself?;choice;Fear | A memory | Another person;"Emotion;Security";"{""emotion"": 4, ""security"": 3}";"{""Emotion"":3,""connection"":2}";;none;3;1;;profile_movement;3;percentage;visible;rare;When did you last feel that?;"{""primary_percent"":48,""secondary_percent"":30}";;;What are you closest to when you feel farthest from yourself?;Fear | A memory | Another person;When did you last feel that?;Distance from self can be proximity to something true.;Self-distance paradox noted.;riddle_farthest_self;Pattern Break;patterns
TO99-0286;2.0;riddle;epic;72;identity;4;4;6;What do you know about yourself that you're still not ready to use?;choice;A strength | A truth | A pattern;"Emotion;Hesitation";"{""emotion"": 6, ""hesitation"": 5}";"{""Emotion"":3,""risk"":2}";;none;4;2;;profile_movement;5;percentage;hidden;epic;What is blocking you from using it?;"{""primary_percent"":58,""secondary_percent"":25}";;;What do you know about yourself that you're still not ready to use?;A strength | A truth | A pattern;What is blocking you from using it?;Known but unused self-knowledge.;Latent capability identified.;riddle_not_ready;Pattern Break;identity
TO99-0287;2.0;riddle;epic;78;patterns;4;4;6;What leaves a mark precisely because it asked for nothing?;choice;Silence | Kindness | Attention;"Emotion;Security";"{""emotion"": 6, ""security"": 5}";"{""Emotion"":4,""connection"":2}";;none;4;2;;profile_movement;5;percentage;hidden;epic;Who gave it to you?;"{""primary_percent"":52,""secondary_percent"":28}";;;What leaves a mark precisely because it asked for nothing?;Silence | Kindness | Attention;Who gave it to you?;Unrequested generosity cuts deepest.;Unconditional mark detected.;riddle_no_ask;Pattern Break;patterns
TO99-0288;2.0;riddle;epic;75;decisions;4;4;6;What do you protect by not completing it?;choice;An ambition | A relationship | A version of yourself;"Emotion;Hesitation";"{""emotion"": 6, ""hesitation"": 5}";"{""Emotion"":3,""security"":3}";;none;4;2;;profile_movement;5;percentage;hidden;epic;What would change if it were complete?;"{""primary_percent"":45,""secondary_percent"":38}";;;What do you protect by not completing it?;An ambition | A relationship | A version of yourself;What would change if it were complete?;Incompletion as protection.;Protective incompletion noted.;riddle_protect_incomplete;Pattern Break;decisions
TO99-0289;2.0;riddle;epic;82;fear;4;4;7;What is the emotion you always mistake for something more acceptable?;choice;Envy | Fear | Need;"Emotion;Consistency";"{""emotion"": 7, ""consistency"": 6}";"{""Emotion"":4,""security"":2}";;none;4;2;;profile_movement;5;percentage;hidden;epic;What label do you usually give it?;"{""primary_percent"":50,""secondary_percent"":30}";;;What is the emotion you always mistake for something more acceptable?;Envy | Fear | Need;What label do you usually give it?;Emotional mislabeling protects the ego.;Emotional mislabeling pattern.;riddle_mislabel;Pattern Break;fear
TO99-0290;2.0;riddle;epic;74;patterns;4;4;6;What grows smaller the more you try to explain it?;choice;Love | A memory | Your sense of self;"Emotion;Consistency";"{""emotion"": 6, ""consistency"": 5}";"{""Emotion"":3,""security"":2}";;none;4;2;;profile_movement;5;percentage;hidden;epic;What have you stopped trying to explain?;"{""primary_percent"":42,""secondary_percent"":38}";;;What grows smaller the more you try to explain it?;Love | A memory | Your sense of self;What have you stopped trying to explain?;Explanation reduces some things.;Inexplicable core detected.;riddle_shrinks;Pattern Break;patterns
TO99-0291;2.0;question;epic;77;future;4;5;6;If you could know one thing about your future self, what would be most useful to know?;choice;Whether they are at peace | What they regret | Whether they became who they hoped;"Emotion;Curiosity";"{""emotion"": 6, ""curiosity"": 5}";"{""change"":3,""curiosity"":2}";;self_report;4;3;;profile_movement;5;percentage;hidden;epic;What does your choice reveal about your current uncertainty?;"{""primary_percent"":38,""secondary_percent"":35}";;;If you could know one thing about your future self, what would be most useful to know?;Whether they are at peace | What they regret | Whether they became who they hoped;What does your choice reveal about your current uncertainty?;The question you ask your future self is the question you need now.;Future concern identified.;future_question;Future Self;future
TO99-0292;2.0;question;epic;83;identity;4;5;7;Is there a quality in others that you admire deeply but don't recognize in yourself?;choice;Yes | No | I recognize it but doubt it;"Emotion;Security";"{""emotion"": 7, ""security"": 6}";"{""Emotion"":3,""independence"":2}";;self_report;4;3;;profile_movement;5;percentage;hidden;epic;What prevents you from claiming it?;"{""primary_percent"":62,""secondary_percent"":22}";;;Is there a quality in others that you admire deeply but don't recognize in yourself?;Yes | No | I recognize it but doubt it;What prevents you from claiming it?;Admired qualities are often disowned parts of the self.;Disowned quality detected.;disowned_quality;Shadow Question;identity
TO99-0293;2.0;question;epic;79;morality;4;5;7;Have you ever done something kind that you also knew served you?;choice;Yes, knowingly | Yes, I realized later | No;"Emotion;Consistency";"{""emotion"": 7, ""consistency"": 6}";"{""Emotion"":2,""connection"":2}";;self_report;4;3;;profile_movement;5;percentage;hidden;epic;Does mixed motivation reduce the value of the act?;"{""primary_percent"":70,""secondary_percent"":18}";;;Have you ever done something kind that you also knew served you?;Yes, knowingly | Yes, I realized later | No;Does mixed motivation reduce the value of the act?;Purity of motivation is rare.;Mixed-motive kindness noted.;mixed_kindness;Moral Dilemma;morality
TO99-0294;2.0;question;epic;73;future;4;4;6;Is there something you've wanted to attempt but treated as requiring permission you haven't been given?;choice;Yes | No | I've started waiting;"Curiosity;Security";"{""curiosity"": 6, ""security"": 5}";"{""curiosity"":3,""risk"":2}";;self_report;4;3;;profile_movement;5;percentage;hidden;epic;Who are you waiting for permission from?;"{""primary_percent"":55,""secondary_percent"":28}";;;Is there something you've wanted to attempt but treated as requiring permission you haven't been given?;Yes | No | I've started waiting;Who are you waiting for permission from?;Self-permission is often the rarest kind.;Permission waiting detected.;permission_waiting;Future Self;future
TO99-0295;2.0;question;epic;81;identity;4;5;7;If the person who knew you best at your worst spoke honestly about you — what would they say?;choice;Something generous | Something hard | I can't know;"Emotion;Guardedness";"{""emotion"": 7, ""guardedness"": 6}";"{""Emotion"":4,""security"":3}";;self_report;4;3;;profile_movement;5;percentage;hidden;epic;Would you believe it?;"{""primary_percent"":42,""secondary_percent"":38}";;;If the person who knew you best at your worst spoke honestly about you — what would they say?;Something generous | Something hard | I can't know;Would you believe it?;Your worst self seen clearly.;Worst self perception noted.;worst_self_seen;Threshold Card;identity
TO99-0296;2.0;question;epic;76;relationships;4;5;7;Is there a person you have modeled yourself on — consciously or not?;choice;Yes, consciously | Probably unconsciously | No;"Emotion;Connection";"{""emotion"": 7, ""connection"": 6}";"{""Emotion"":2,""connection"":3}";;self_report;4;3;;profile_movement;5;percentage;hidden;epic;What did they offer that you wanted?;"{""primary_percent"":58,""secondary_percent"":28}";;;Is there a person you have modeled yourself on — consciously or not?;Yes, consciously | Probably unconsciously | No;What did they offer that you wanted?;The model reveals the gap you were trying to close.;Role model identified.;role_model;Memory Trace;relationships
TO99-0297;2.0;question;legendary;91;identity;5;5;8;Is there a belief you hold that no experience has ever been able to shake — and you're not sure if that's strength or stubbornness?;choice;Yes | No | I've tried to examine it;"Emotion;Consistency";"{""emotion"": 8, ""consistency"": 7}";"{""Emotion"":4,""security"":4}";;self_report;5;4;;profile_movement;6;percentage;hidden;legendary;What would shake it, if anything could?;"{""primary_percent"":48,""secondary_percent"":32}";;;Is there a belief you hold that no experience has ever been able to shake — and you're not sure if that's strength or stubbornness?;Yes | No | I've tried to examine it;What would shake it, if anything could?;The unshakeable belief is both anchor and cage.;Unshakeable belief identified.;unshakeable_belief;Threshold Card;identity
TO99-0298;2.0;question;legendary;96;fear;5;5;9;If you were completely honest about your biggest fear, would it be something you've already told people — or something you've kept entirely to yourself?;choice;Told people | Kept to myself | Not sure which is the real one;"Emotion;Guardedness";"{""emotion"": 9, ""guardedness"": 8}";"{""Emotion"":4,""security"":4}";;self_report;5;4;;profile_movement;6;percentage;hidden;legendary;What would happen if the real one were known?;"{""primary_percent"":38,""secondary_percent"":45}";;;If you were completely honest about your biggest fear, would it be something you've already told people — or something you've kept entirely to yourself?;Told people | Kept to myself | Not sure which is the real one;What would happen if the real one were known?;The fear behind the fear.;Core fear concealment detected.;hidden_core_fear;Threshold Card;fear
TO99-0299;2.0;question;legendary;94;decisions;5;5;9;Is there a decision point in your past where you know — not guess, but know — that your life branched, and you can feel where the other path would have led?;choice;Yes, clearly | I sense it but can't name it | No;"Emotion;Change";"{""emotion"": 9, ""change"": 8}";"{""Emotion"":5,""change"":4}";;self_report;5;4;;profile_movement;6;percentage;hidden;legendary;What would the other path have required of you?;"{""primary_percent"":52,""secondary_percent"":30}";;;Is there a decision point in your past where you know — not guess, but know — that your life branched, and you can feel where the other path would have led?;Yes, clearly | I sense it but can't name it | No;What would the other path have required of you?;The felt fork in the road.;Life branch point identified.;life_branch;Threshold Card;decisions
