question_id,language_pair_id,source_series,tier,mode,category_pl,category_en,question_pl,question_en,answer_type,primary_axis,secondary_axes,archetype_targets,archetype_oppositions,hidden_signal_targets,sensitivity_level,controversy_level,social_desirability_risk,rarity_weight,contradiction_pair_id,safety_label,statistic_source_label,reveal_template_ids,system_actions,hidden_events_policy,production_status,pattern_tags,pattern_signal_id,pattern_axis_direction,pattern_hidden_signal,pattern_confidence_weight,pattern_min_occurrences,reveal_dosing_policy,pattern_engine_status
Q0876,LP0876,v3,premium,premium_shadow,Cień,Shadow,"Gdy wybór jest logiczny, ale coś w środku nie daje zgody, czego bardziej potrzebuje ta sytuacja?","When a choice is logical but something inside does not consent, what does this situation need more?",forced_choice,AX10,"[""AX09""]","[""A01"", ""A02"", ""A03"", ""A05"", ""A09"", ""A10"", ""A11"", ""A12""]","[""A04"", ""A06"", ""A07"", ""A08""]","[""HP01"", ""HP03""]",1,1,1,1.4,,shadow_reflection,estimated,,[],system_actions_only,mvp_ready,"[""vision_before_execution"", ""execution_before_vision""]",AX10_pattern_probe,AX10:bidirectional,"[""HP01"", ""HP03""]",1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q0877,LP0877,v3,premium,premium_pressure,Presja,Pressure,"Gdy relacja prosi o obecność, a Ty myślisz o ucieczce w zadania, co jest Ci bliższe?","When a relationship asks for presence and you think about escaping into tasks, what is closer to you?",forced_choice,AX10,"[""AX06""]","[""A01"", ""A05"", ""A06"", ""A07"", ""A08"", ""A09"", ""A10"", ""A11"", ""A12""]","[""A02"", ""A03"", ""A04""]","[""HP01"", ""HP03""]",1,1,0,1.2,,pressure_reflection,estimated,,[],system_actions_only,mvp_ready,"[""vision_before_execution"", ""execution_before_vision""]",AX10_pattern_probe,AX10:bidirectional,"[""HP01"", ""HP03""]",1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q0878,LP0878,v3,premium,premium_relationship,Relacje,Relationships,"Gdy masz powiedzieć nie komuś, kto liczy na Twoją dawną wersję, od czego zaczynasz?","When you have to say no to someone relying on your old version, where do you begin?",forced_choice,AX10,"[""AX01""]","[""A01"", ""A04"", ""A05"", ""A06"", ""A07"", ""A08"", ""A09"", ""A10"", ""A11"", ""A12""]","[""A02"", ""A03""]","[""HP02"", ""HP03""]",1,1,1,1.2,,sensitive_relationship,estimated,,[],system_actions_only,mvp_ready,"[""vision_before_execution"", ""execution_before_vision""]",AX10_pattern_probe,AX10:bidirectional,"[""HP02"", ""HP03""]",1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q0879,LP0879,v3,premium,premium_mask_core,Maska i rdzeń,Mask and Core,"Gdy technologia może uprościć kontakt, ale też oddalić od emocji, czego bardziej potrzebuje ta sytuacja?","When technology can simplify contact but also move you away from emotion, what does this situation need more?",forced_choice,AX10,"[""AX04""]","[""A01"", ""A02"", ""A05"", ""A06"", ""A08"", ""A09"", ""A10"", ""A11"", ""A12""]","[""A03"", ""A04"", ""A07""]","[""HP01"", ""HP02"", ""HP03""]",1,1,1,1.3,,mask_core_reflection,estimated,,[],system_actions_only,mvp_ready,"[""vision_before_execution"", ""execution_before_vision""]",AX10_pattern_probe,AX10:bidirectional,"[""HP01"", ""HP02"", ""HP03""]",1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q0880,LP0880,v3,premium,premium_contradiction,Sprzeczność,Contradiction,"Gdy natura, zmęczenie albo cisza pokazują Ci coś szybciej niż analiza, co jest Ci bliższe?","When nature, tiredness or silence show you something faster than analysis, what is closer to you?",forced_choice,AX10,"[""AX07""]","[""A01"", ""A05"", ""A09"", ""A10"", ""A11"", ""A12""]","[""A02"", ""A03"", ""A04"", ""A06""]","[""HP03""]",1,1,1,1.3,CP0880,contradiction_reflection,estimated,,[],system_actions_only,mvp_ready,"[""vision_before_execution"", ""execution_before_vision""]",AX10_pattern_probe,AX10:bidirectional,"[""HP03""]",1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q0881,LP0881,v3,premium,premium_shadow,Cień,Shadow,"Gdy nacisk z zewnątrz sprawia, że sam nie wiesz, czy bronisz siebie czy maski, od czego zaczynasz?","When outside pressure makes you unsure whether you defend yourself or a mask, where do you begin?",forced_choice,AX10,"[""AX09""]","[""A01"", ""A03"", ""A05"", ""A07"", ""A09"", ""A10"", ""A11"", ""A12""]","[""A02"", ""A04"", ""A06"", ""A08""]","[""HP01"", ""HP03""]",1,1,1,1.4,CP0881,shadow_reflection,estimated,,[],system_actions_only,mvp_ready,"[""vision_before_execution"", ""execution_before_vision""]",AX10_pattern_probe,AX10:bidirectional,"[""HP01"", ""HP03""]",1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q0882,LP0882,v3,premium,premium_pressure,Presja,Pressure,"Gdy ktoś dotyka tematu, który zwykle zamieniasz w żart, czego bardziej potrzebuje ta sytuacja?","When someone touches a topic you usually turn into a joke, what does this situation need more?",forced_choice,AX10,"[""AX05""]","[""A01"", ""A02"", ""A03"", ""A04"", ""A05"", ""A09"", ""A10"", ""A11"", ""A12""]","[""A06"", ""A07"", ""A08""]","[""HP01"", ""HP03""]",1,1,0,1.2,,pressure_reflection,estimated,,[],system_actions_only,mvp_ready,"[""vision_before_execution"", ""execution_before_vision""]",AX10_pattern_probe,AX10:bidirectional,"[""HP01"", ""HP03""]",1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q0883,LP0883,v3,premium,premium_relationship,Relacje,Relationships,"Gdy Twoja ambicja wymaga kosztu, którego nie chcesz nazwać, co jest Ci bliższe?","When your ambition requires a cost you do not want to name, what is closer to you?",forced_choice,AX10,"[""AX08""]","[""A01"", ""A04"", ""A05"", ""A07"", ""A08"", ""A09"", ""A10"", ""A11"", ""A12""]","[""A02"", ""A03"", ""A06""]","[""HP02"", ""HP03""]",1,1,1,1.2,,sensitive_relationship,estimated,,[],system_actions_only,mvp_ready,"[""vision_before_execution"", ""execution_before_vision""]",AX10_pattern_probe,AX10:bidirectional,"[""HP02"", ""HP03""]",1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q0884,LP0884,v3,premium,premium_mask_core,Maska i rdzeń,Mask and Core,"Gdy możesz wygrać spór, ale stracić miękkość relacji, od czego zaczynasz?","When you can win the argument but lose the softness of the relationship, where do you begin?",forced_choice,AX10,"[""AX03""]","[""A01"", ""A03"", ""A05"", ""A06"", ""A07"", ""A09"", ""A10"", ""A11"", ""A12""]","[""A02"", ""A04"", ""A08""]","[""HP01"", ""HP02"", ""HP03""]",1,1,1,1.3,,mask_core_reflection,estimated,,[],system_actions_only,mvp_ready,"[""vision_before_execution"", ""execution_before_vision""]",AX10_pattern_probe,AX10:bidirectional,"[""HP01"", ""HP02"", ""HP03""]",1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q0885,LP0885,v3,premium,premium_contradiction,Sprzeczność,Contradiction,"Gdy intuicja wraca kilka razy, mimo że próbujesz ją wyjaśnić racjonalnie, czego bardziej potrzebuje ta sytuacja?","When intuition returns several times even though you try to explain it rationally, what does this situation need more?",forced_choice,AX10,"[""AX06""]","[""A01"", ""A02"", ""A05"", ""A06"", ""A08"", ""A09"", ""A10"", ""A11"", ""A12""]","[""A03"", ""A04"", ""A07""]","[""HP03""]",1,1,1,1.3,CP0885,contradiction_reflection,estimated,,[],system_actions_only,mvp_ready,"[""vision_before_execution"", ""execution_before_vision""]",AX10_pattern_probe,AX10:bidirectional,"[""HP03""]",1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q0886,LP0886,v3,premium,premium_shadow,Cień,Shadow,"Gdy stary plan nadal działa, ale przestał być prawdziwy, co jest Ci bliższe?","When the old plan still works but has stopped being true, what is closer to you?",forced_choice,AX10,"[""AX09""]","[""A01"", ""A03"", ""A05"", ""A07"", ""A09"", ""A10"", ""A11"", ""A12""]","[""A02"", ""A04"", ""A06"", ""A08""]","[""HP01"", ""HP03""]",1,1,1,1.4,,shadow_reflection,estimated,,[],system_actions_only,mvp_ready,"[""vision_before_execution"", ""execution_before_vision""]",AX10_pattern_probe,AX10:bidirectional,"[""HP01"", ""HP03""]",1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q0887,LP0887,v3,premium,premium_pressure,Presja,Pressure,"Gdy masz wybrać między spokojem ludzi a własną uczciwością, od czego zaczynasz?","When you must choose between other people’s peace and your own honesty, where do you begin?",forced_choice,AX10,"[""AX04""]","[""A01"", ""A02"", ""A05"", ""A06"", ""A08"", ""A09"", ""A10"", ""A11"", ""A12""]","[""A03"", ""A04"", ""A07""]","[""HP01"", ""HP03""]",1,1,0,1.2,,pressure_reflection,estimated,,[],system_actions_only,mvp_ready,"[""vision_before_execution"", ""execution_before_vision""]",AX10_pattern_probe,AX10:bidirectional,"[""HP01"", ""HP03""]",1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q0888,LP0888,v3,premium,premium_relationship,Relacje,Relationships,"Gdy ktoś prosi Cię o szybkie zaufanie, czego bardziej potrzebuje ta sytuacja?","When someone asks you for quick trust, what does this situation need more?",forced_choice,AX10,"[""AX07""]","[""A01"", ""A05"", ""A09"", ""A10"", ""A11"", ""A12""]","[""A02"", ""A03"", ""A04"", ""A06""]","[""HP02"", ""HP03""]",1,1,1,1.2,,sensitive_relationship,estimated,,[],system_actions_only,mvp_ready,"[""vision_before_execution"", ""execution_before_vision""]",AX10_pattern_probe,AX10:bidirectional,"[""HP02"", ""HP03""]",1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q0889,LP0889,v3,premium,premium_mask_core,Maska i rdzeń,Mask and Core,"Gdy Twoja odpowiedź może ujawnić, jak bardzo Ci zależy, co jest Ci bliższe?","When your answer may reveal how much you care, what is closer to you?",forced_choice,AX10,"[""AX02""]","[""A01"", ""A03"", ""A05"", ""A09"", ""A10"", ""A11"", ""A12""]","[""A02"", ""A04"", ""A06"", ""A07""]","[""HP01"", ""HP02"", ""HP03""]",1,1,1,1.3,,mask_core_reflection,estimated,,[],system_actions_only,mvp_ready,"[""vision_before_execution"", ""execution_before_vision""]",AX10_pattern_probe,AX10:bidirectional,"[""HP01"", ""HP02"", ""HP03""]",1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q0890,LP0890,v3,premium,premium_contradiction,Sprzeczność,Contradiction,"Gdy widzisz schemat, który powtarza się w kilku relacjach, od czego zaczynasz?","When you see a pattern repeating across several relationships, where do you begin?",forced_choice,AX10,"[""AX05""]","[""A01"", ""A03"", ""A04"", ""A05"", ""A09"", ""A10"", ""A11"", ""A12""]","[""A02"", ""A06"", ""A07"", ""A08""]","[""HP03""]",1,1,1,1.3,CP0890,contradiction_reflection,estimated,,[],system_actions_only,mvp_ready,"[""vision_before_execution"", ""execution_before_vision""]",AX10_pattern_probe,AX10:bidirectional,"[""HP03""]",1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q0891,LP0891,v3,premium,premium_shadow,Cień,Shadow,"Gdy trzeba sprawdzić, czy to jeszcze lojalność, czy już przywiązanie do roli, czego bardziej potrzebuje ta sytuacja?","When you need to check whether it is still loyalty or already attachment to a role, what does this situation need more?",forced_choice,AX10,"[""AX09""]","[""A01"", ""A02"", ""A03"", ""A05"", ""A09"", ""A10"", ""A11"", ""A12""]","[""A04"", ""A06"", ""A07"", ""A08""]","[""HP01"", ""HP03""]",1,1,1,1.4,CP0891,shadow_reflection,estimated,,[],system_actions_only,mvp_ready,"[""vision_before_execution"", ""execution_before_vision""]",AX10_pattern_probe,AX10:bidirectional,"[""HP01"", ""HP03""]",1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q0892,LP0892,v3,premium,premium_pressure,Presja,Pressure,"Gdy ktoś oczekuje decyzji, a Ty najpierw chcesz zobaczyć cały system, co jest Ci bliższe?","When someone expects a decision and you first want to see the whole system, what is closer to you?",forced_choice,AX10,"[""AX03""]","[""A01"", ""A02"", ""A03"", ""A05"", ""A06"", ""A07"", ""A09"", ""A10"", ""A11"", ""A12""]","[""A04"", ""A08""]","[""HP01"", ""HP03""]",1,1,0,1.2,,pressure_reflection,estimated,,[],system_actions_only,mvp_ready,"[""vision_before_execution"", ""execution_before_vision""]",AX10_pattern_probe,AX10:bidirectional,"[""HP01"", ""HP03""]",1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q0893,LP0893,v3,premium,premium_relationship,Relacje,Relationships,"Gdy możesz zbudować rozwiązanie, ale nie jesteś pewien, czy to Twoje rozwiązanie, od czego zaczynasz?","When you can build a solution but are not sure whether it is your solution, where do you begin?",forced_choice,AX10,"[""AX06""]","[""A01"", ""A02"", ""A05"", ""A06"", ""A08"", ""A09"", ""A10"", ""A11"", ""A12""]","[""A03"", ""A04"", ""A07""]","[""HP02"", ""HP03""]",1,1,1,1.2,,sensitive_relationship,estimated,,[],system_actions_only,mvp_ready,"[""vision_before_execution"", ""execution_before_vision""]",AX10_pattern_probe,AX10:bidirectional,"[""HP02"", ""HP03""]",1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q0894,LP0894,v3,premium,premium_mask_core,Maska i rdzeń,Mask and Core,"Gdy masz przyznać, że odpoczynek też jest wyborem, nie porażką, czego bardziej potrzebuje ta sytuacja?","When you have to admit that rest is also a choice, not a failure, what does this situation need more?",forced_choice,AX10,"[""AX01""]","[""A01"", ""A04"", ""A05"", ""A06"", ""A07"", ""A08"", ""A09"", ""A10"", ""A11"", ""A12""]","[""A02"", ""A03""]","[""HP01"", ""HP02"", ""HP03""]",1,1,1,1.3,,mask_core_reflection,estimated,,[],system_actions_only,mvp_ready,"[""vision_before_execution"", ""execution_before_vision""]",AX10_pattern_probe,AX10:bidirectional,"[""HP01"", ""HP02"", ""HP03""]",1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q0895,LP0895,v3,premium,premium_contradiction,Sprzeczność,Contradiction,"Gdy w rozmowie słyszysz więcej między zdaniami niż w samych słowach, co jest Ci bliższe?","When in a conversation you hear more between the sentences than in the words themselves, what is closer to you?",forced_choice,AX10,"[""AX04""]","[""A01"", ""A02"", ""A05"", ""A06"", ""A08"", ""A09"", ""A10"", ""A11"", ""A12""]","[""A03"", ""A04"", ""A07""]","[""HP03""]",1,1,1,1.3,CP0895,contradiction_reflection,estimated,,[],system_actions_only,mvp_ready,"[""vision_before_execution"", ""execution_before_vision""]",AX10_pattern_probe,AX10:bidirectional,"[""HP03""]",1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q0896,LP0896,v3,premium,premium_shadow,Cień,Shadow,"Gdy pojawia się szansa, która wymaga od Ciebie mniej perfekcji, a więcej obecności, od czego zaczynasz?","When an opportunity appears that requires less perfection and more presence from you, where do you begin?",forced_choice,AX10,"[""AX09""]","[""A01"", ""A03"", ""A05"", ""A09"", ""A10"", ""A11"", ""A12""]","[""A02"", ""A04"", ""A06"", ""A07""]","[""HP01"", ""HP03""]",1,1,1,1.4,,shadow_reflection,estimated,,[],system_actions_only,mvp_ready,"[""vision_before_execution"", ""execution_before_vision""]",AX10_pattern_probe,AX10:bidirectional,"[""HP01"", ""HP03""]",1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q0897,LP0897,v3,premium,premium_pressure,Presja,Pressure,"Gdy chcesz być rozumiany, ale boisz się zostać uproszczony, czego bardziej potrzebuje ta sytuacja?","When you want to be understood but fear being simplified, what does this situation need more?",forced_choice,AX10,"[""AX02""]","[""A01"", ""A03"", ""A05"", ""A09"", ""A10"", ""A11"", ""A12""]","[""A02"", ""A04"", ""A06"", ""A07""]","[""HP01"", ""HP03""]",1,1,0,1.2,,pressure_reflection,estimated,,[],system_actions_only,mvp_ready,"[""vision_before_execution"", ""execution_before_vision""]",AX10_pattern_probe,AX10:bidirectional,"[""HP01"", ""HP03""]",1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q0898,LP0898,v3,premium,premium_relationship,Relacje,Relationships,"Gdy cisza po czyjejś reakcji waży więcej niż sama reakcja, co jest Ci bliższe?","When the silence after someone’s reaction weighs more than the reaction itself, what is closer to you?",forced_choice,AX10,"[""AX05""]","[""A01"", ""A03"", ""A04"", ""A05"", ""A07"", ""A09"", ""A10"", ""A11"", ""A12""]","[""A02"", ""A06"", ""A08""]","[""HP02"", ""HP03""]",1,1,1,1.2,,sensitive_relationship,estimated,,[],system_actions_only,mvp_ready,"[""vision_before_execution"", ""execution_before_vision""]",AX10_pattern_probe,AX10:bidirectional,"[""HP02"", ""HP03""]",1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q0899,LP0899,v3,premium,premium_mask_core,Maska i rdzeń,Mask and Core,"Gdy masz zamknąć rozdział bez gwarancji, że nowy będzie lepszy, od czego zaczynasz?","When you have to close a chapter without a guarantee that the new one will be better, where do you begin?",forced_choice,AX10,"[""AX08""]","[""A01"", ""A04"", ""A05"", ""A07"", ""A08"", ""A09"", ""A10"", ""A11"", ""A12""]","[""A02"", ""A03"", ""A06""]","[""HP01"", ""HP02"", ""HP03""]",1,1,1,1.3,,mask_core_reflection,estimated,,[],system_actions_only,mvp_ready,"[""vision_before_execution"", ""execution_before_vision""]",AX10_pattern_probe,AX10:bidirectional,"[""HP01"", ""HP02"", ""HP03""]",1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q0900,LP0900,v3,premium,premium_contradiction,Sprzeczność,Contradiction,"Gdy decyzja dotyka jednocześnie ciała, relacji i przyszłej wersji Ciebie, czego bardziej potrzebuje ta sytuacja?","When a decision touches your body, relationships and future self at the same time, what does this situation need more?",forced_choice,AX10,"[""AX03""]","[""A01"", ""A03"", ""A05"", ""A06"", ""A07"", ""A09"", ""A10"", ""A11"", ""A12""]","[""A02"", ""A04"", ""A08""]","[""HP03""]",1,1,1,1.3,CP0900,contradiction_reflection,estimated,,[],system_actions_only,mvp_ready,"[""vision_before_execution"", ""execution_before_vision""]",AX10_pattern_probe,AX10:bidirectional,"[""HP03""]",1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q0901,LP0901,v4,free,core,Relacje,Relationships,"Gdy robisz coś poprawnie, ale czujesz, że robisz to z cudzej wersji siebie, co robisz najpierw?","When you do something correctly but feel you are doing it from someone else’s version of you, what do you do first?",forced_choice,AX01,"[""AX09""]","[""A01"", ""A02"", ""A04"", ""A06"", ""A07"", ""A08"", ""A09"", ""A12""]","[""A04"", ""A06""]","[""HP01"", ""HP02""]",0,0,0,1.1,,neutral,estimated,,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""safety_before_exploration"", ""exploration_before_certainty""]",AX01_pattern_probe,AX01:bidirectional,"[""HP01"", ""HP02""]",1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q0902,LP0902,v4,free,core,Presja,Pressure,"Gdy ktoś docenia Twoją skuteczność, a Ty widzisz koszt, którego nie nazwał, co bardziej Cię prowadzi?","When someone praises your effectiveness and you see a cost they did not name, what guides you more?",forced_choice,AX01,"[""AX02""]","[""A01"", ""A02"", ""A04"", ""A05"", ""A06"", ""A07"", ""A08"", ""A11""]","[""A04"", ""A06""]","[""HP01"", ""HP02""]",0,0,0,1.0,,neutral,estimated,,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""safety_before_exploration"", ""exploration_before_certainty""]",AX01_pattern_probe,AX01:bidirectional,"[""HP01"", ""HP02""]",1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q0903,LP0903,v4,free,core,Granice,Boundaries,"Gdy bliska osoba chce prostego zapewnienia, a w Tobie pojawia się złożona prawda, czego potrzebujesz, zanim ruszysz?","When someone close wants simple reassurance and a complex truth appears inside you, what do you need before you move?",forced_choice,AX01,"[""AX06""]","[""A01"", ""A02"", ""A04"", ""A05"", ""A06"", ""A07"", ""A08"", ""A09""]","[""A04"", ""A06""]","[""HP01"", ""HP02""]",0,0,0,1.0,,neutral,estimated,,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""safety_before_exploration"", ""exploration_before_certainty""]",AX01_pattern_probe,AX01:bidirectional,"[""HP01"", ""HP02""]",1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q0904,LP0904,v4,free,core,Codzienność,Daily life,"Gdy masz wejść w nową rolę bez pewności, czy stara naprawdę się skończyła, co robisz najpierw?","When you have to enter a new role without certainty that the old one has truly ended, what do you do first?",forced_choice,AX01,"[""AX02""]","[""A01"", ""A02"", ""A04"", ""A05"", ""A06"", ""A07"", ""A08"", ""A11""]","[""A04"", ""A06""]","[""HP01"", ""HP02""]",0,0,0,1.0,,neutral,estimated,,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""safety_before_exploration"", ""exploration_before_certainty""]",AX01_pattern_probe,AX01:bidirectional,"[""HP01"", ""HP02""]",1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q0905,LP0905,v4,free,core,Przyszłość,Future,"Gdy cisza po rozmowie pokazuje więcej niż sama rozmowa, co bardziej Cię prowadzi?","When the silence after a conversation shows more than the conversation itself, what guides you more?",forced_choice,AX01,"[""AX06""]","[""A01"", ""A02"", ""A04"", ""A05"", ""A06"", ""A07"", ""A08"", ""A09""]","[""A04"", ""A06""]","[""HP01"", ""HP02""]",0,0,0,1.0,,neutral,estimated,,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""safety_before_exploration"", ""exploration_before_certainty""]",AX01_pattern_probe,AX01:bidirectional,"[""HP01"", ""HP02""]",1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q0906,LP0906,v4,free,core,Maska i rdzeń,Mask and Core,"Gdy plan działa, ale zaczyna przypominać maskę zamiast kierunku, czego potrzebujesz, zanim ruszysz?","When the plan works but starts to resemble a mask rather than a direction, what do you need before you move?",forced_choice,AX01,"[""AX09""]","[""A01"", ""A02"", ""A04"", ""A06"", ""A07"", ""A08"", ""A09"", ""A12""]","[""A04"", ""A06""]","[""HP01"", ""HP02""]",0,0,0,1.1,,neutral,estimated,,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""safety_before_exploration"", ""exploration_before_certainty""]",AX01_pattern_probe,AX01:bidirectional,"[""HP01"", ""HP02""]",1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
Q0907,LP0907,v4,free,core,Sprzeczność,Contradiction,"Gdy ktoś prosi o lojalność, a Ty czujesz, że granica byłaby uczciwsza, co robisz najpierw?","When someone asks for loyalty and you feel that a boundary would be more honest, what do you do first?",forced_choice,AX01,"[""AX06""]","[""A01"", ""A02"", ""A04"", ""A05"", ""A06"", ""A07"", ""A08"", ""A09""]","[""A04"", ""A06""]","[""HP01"", ""HP02""]",0,0,0,1.0,,neutral,estimated,,skip_question|swap_question|return_to_menu|back_navigation|answer_change|session_resume,system_actions_only_never_answers,ready_estimated_beta_required,"[""safety_before_exploration"", ""exploration_before_certainty""]",AX01_pattern_probe,AX01:bidirectional,"[""HP01"", ""HP02""]",1.0,3,TIER_1 short answer reveal; TIER_2 pattern after 3-5 repeats; TIER_3 mini snapshot after 20-30 answers; TIER_4 profile snapshot at 51; TIER_5 premium depth.,pattern_ready_v2
